Productgroep_oms,Productgroepcode,Productcode,Controlegetal,Product_omschrijving,Fabrikantnaam,Code_nonactief,Hoeveelheid,Meeteenheid,Eetbaar_gedeelte,Vertrouwelijk_code,Commentaarregel,_01001,_01002,_02002,_02003,_02004,_03001,_03002,_03004,_03006,_03008,_03009,_03010,_03011,_03012,_03013,_03014,_03015,_03016,_03017,_03018,_03019,_03020,_03021,_03022,_03023,_03024,_03025,_03026,_03027,_03028,_03029,_03030,_03031,_03032,_03033,_03034,_03035,_03036,_03037,_03038,_03039,_03040,_03041,_03042,_03043,_03044,_03045,_03046,_03047,_03048,_03049,_03052,_03053,_03054,_03055,_03057,_03058,_03059,_03060,_03061,_03062,_03063,_03064,_03065,_03067,_03068,_03069,_03070,_03071,_03072,_03073,_03074,_03075,_03076,_03077,_03089,_03090,_03100,_03102,_03103,_03104,_03105,_03106,_03107,_03108,_03109,_03110,_03111,_03112,_03113,_03114,_03115,_03116,_03117,_03120,_03121,_03122,_03123,_03124,_03125,_03126,_03127,_03128,_03129,_03130,_03131,_03133,_03134,_03135,_03136,_03138,_03139,_03140,_03141,_03142,_04001,_05001,_05002,_05010,_05011,_06001,_07001,_08001,_09001,_09002,_09003,_09004,_09005,_09006,_09007,_09008,_09009,_11001,_11002,_11003,_11005,_11006,_11007,_11008,_11009,_11011,_11012,_11020,_11021,_11022,_11023,_11024,_11027,_11028,_10001,_10002,_11010,_11014,_10003,_05003,_05005,_05006,_05008,_05009,_11015,_11016,_11017,_11018,_12001,_02001,_13006,_05012,_05013,_05014,_05015,_11025,_11026,_11013,_11019
Groenten,9,921,28,Broccoli rauw,,N,100,g,1,N,Per 100g,      27,     112,     2.9,     2.9,     0.0,     0.7,     0.5,     0.1,     0.0,     0.4,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    21.7,     0.0,     0.0,     0.0,     0.0,     2.2,     8.2,     0.0,     0.0,    58.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     9.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     8.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.3,     0.1,    0.31,    0.00,    0.00,     0.0,     0.8,     0.5,     0.3,     0.0,     3.1,    92.1,     0.0,      38,      69,     0.6,     0.0,     0.6,       5,     227,      12,    0.32,       0,      57,     339,    0.07,    0.11,   0.199,    0.00,     0.0,      47,    76.8,       1,     698,       0,       1,       0,      28,    76.8,       0,    0.04,     0.9,     0.9,     2.0,     0.0,     0.5,     0.0,     0.0,     0.0,     0.9,     0.0,     0.2,     0.0,     0.5,,,,,,,,,,
Groenten,9,922,32,Courgette rauw,,N,100,g,1,N,Per 100g,      29,     124,     2.0,     2.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     5.0,     5.0,     0.0,     0.0,     0.6,    92.0,     0.0,      30,      23,     0.8,     0.0,     0.8,       1,     200,      22,    0.30,       0,      60,     361,    0.05,    0.09,   0.150,    0.00,     0.0,      16,    52.0,       0,,,       0,,      30,    52.0,       0,    0.02,     0.1,     0.4,     2.3,,,,,,,,,,,,,,,,,,,,
Alcoholische en niet-alcoholische dranken,2,923,36,Sap peren-,,N,100,g,1,N,Per 100g,      35,     150,     0.1,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     8.7,     8.7,     0.0,     0.0,     0.0,    88.4,     0.0,       5,       8,     0.2,     0.0,     0.2,       3,     118,       5,    0.07,       0,       0,,    0.01,    0.00,   0.019,    0.00,     0.0,       0,     2.0,,,,,,       0,     2.0,,,,     0.1,,     1.6,     6.2,,,     0.9,,,,,     0.2,,,,,,,,,,
Gebak en koek,7,925,44,Koek ontbijt- volkoren,,N,100,g,1,N,Per 100g. peijnenburg,     304,    1289,     3.2,     3.2,     0.0,     1.4,     1.2,     0.3,     0.6,     0.3,     0.2,,     0.0,     0.0,     0.0,     0.0,,     0.0,     0.2,     0.0,     0.0,     1.0,     0.0,,     0.1,    21.6,     0.3,     0.0,,     0.1,     2.9,    48.7,     0.0,     0.1,     4.0,     0.1,     0.0,     0.5,     0.9,     0.0,     0.0,     0.0,     0.1,     0.0,     0.4,     0.1,,,     0.0,     0.0,     0.0,    16.9,     0.2,     0.1,,     0.0,     0.0,     0.0,,     1.3,     0.2,     0.0,     0.2,     0.0,,     3.2,,,,    31.2,,     3.0,,,,     0.0,     0.0,     0.0,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,     0.0,     0.1,     0.0,     1.5,     0.1,,     0.1,,,,,,,,,,,,,,,,,,     0.0,     0.0,     0.2,    0.05,    0.00,    0.00,     0.0,    67.4,    36.9,    30.5,     0.0,     4.6,    22.0,     0.0,      43,     168,     2.7,     0.0,     2.7,     170,     390,      50,    0.57,       0,       1,       4,    0.09,    0.06,   0.070,    0.00,,       0,     6.7,,,,,,       0,     6.7,,,,     0.6,,,,,,,,,,,,,,,,,,,,,
Kaas,11,927,52,Kaas 20+ Na-,,N,100,g,1,N,Per 100g,     264,    1104,    36.7,     0.0,    36.0,    13.0,    12.2,     8.7,     2.8,     0.5,     0.2,,     3.8,     2.8,     1.6,     3.2,,,     4.1,,     0.3,    11.8,     1.1,     0.0,     1.1,    30.6,     2.0,     0.4,,     0.5,     9.9,    19.4,     2.5,     1.9,     1.4,     0.3,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.1,     0.0,,     0.0,     0.0,,     0.0,     1.7,     0.0,     0.0,,     0.0,     0.0,     0.0,,     2.1,,     0.4,     2.0,     0.0,,     0.0,,,,    18.8,,     0.6,,,,,,     0.3,     0.3,,,     0.0,     0.0,,,,     0.0,     0.0,     3.7,     0.0,     2.0,     0.6,,,,,,,,,,,,,     0.2,,     0.0,     0.0,     0.0,     0.4,     0.2,     0.2,    0.17,    0.00,    0.00,    42.0,     0.0,     0.0,     0.0,     0.0,     0.0,    46.3,     0.0,    1223,     830,     0.1,     0.0,     0.1,      50,     600,      40,    3.80,      52,      56,      24,    0.03,    0.20,   0.060,    0.37,     0.3,       1,    10.0,sp,       2,       0,       0,       0,      54,    10.0,       8,    0.04,     0.4,     0.1,    30.0,,,     0.0,,     0.0,,,,,,,,,,,,      22,       2,,
Kaas,11,928,56,Kaas 40+ Na-,,N,100,g,1,N,Per 100g,     339,    1409,    29.4,     0.0,    28.0,    24.6,    23.1,    16.6,     5.3,     0.9,     0.4,,     3.8,     2.8,     1.6,     3.2,,,     4.1,,     0.3,    11.8,     1.1,     0.0,     1.1,    30.6,     2.0,     0.4,,     0.5,     9.9,    19.4,     2.5,     1.9,     1.4,     0.3,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.1,     0.0,,     0.0,     0.0,,     0.0,     1.7,     0.0,     0.0,,     0.0,     0.0,     0.0,,     2.1,,     0.4,     2.0,     0.0,,     0.0,,,,    18.8,,     0.6,,,,,,     0.3,     0.3,,,     0.0,     0.0,,,,     0.0,     0.0,     3.7,     0.0,     2.0,     0.6,,,,,,,,,,,,,     0.2,,     0.0,     0.0,     0.0,     0.7,     0.3,     0.4,    0.32,    0.00,    0.00,    79.0,     0.0,     0.0,     0.0,     0.0,     0.0,    42.7,     0.0,     953,     660,     0.1,     0.0,     0.1,      50,     600,      28,    3.80,      98,     106,      46,    0.03,    0.20,   0.060,    0.37,     0.5,       1,    10.0,sp,       3,       0,       0,       0,     102,    10.0,       8,    0.04,     0.7,     0.1,    13.0,,,     0.0,,     0.0,,,,,,,,,,,,      42,       4,,
"Suiker, snoep, zoet beleg en zoete sauzen",20,929,60,Chocolade melk- z suiker,,N,100,g,1,N,"Per 100g. ringers; bevat 41,6 g polyolen",     491,    2035,     5.7,     1.0,     4.7,    34.9,    33.5,    20.6,    11.0,     1.3,     1.1,,     0.6,     0.4,     0.1,     0.1,,     0.0,     0.9,,     0.0,     1.1,     0.1,     0.0,     0.2,    24.1,     0.3,     0.0,,     0.3,    32.8,    32.3,     0.3,     0.0,     0.2,     0.0,,     1.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.0,     0.0,     0.0,     0.0,     3.3,     0.0,     0.0,,     0.0,     0.0,     0.0,,     3.0,     0.0,     0.0,     0.3,     0.0,,     0.1,     0.0,     0.0,,    32.1,     0.0,     0.3,,,,     0.0,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,     0.3,     0.0,     0.0,,,,,,,,,     0.0,,,     0.0,     0.1,     0.3,     0.0,     0.0,     0.0,     0.2,     0.1,     1.1,    0.07,    0.00,    0.00,    14.0,    12.1,    12.1,     0.0,    41.6,     3.1,     2.6,     0.0,     250,     205,     4.0,     0.0,     4.0,      90,     404,     100,    0.11,      57,      62,      30,    0.07,    0.35,   0.041,    0.58,     0.0,       1,    13.3,,,,,,      60,    13.3,       8,    0.24,     1.2,     0.5,,,,,,,     0.6,     0.0,     5.8,     0.2,,,,,,,,,,,
Alcoholische en niet-alcoholische dranken,2,930,27,Wijn pleegzusterbloed-,,N,100,g,1,N,Per 100g,     154,     644,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    14.0,    14.0,     0.0,     0.0,     0.0,    72.0,    14.0,       5,      12,    10.0,     0.0,    10.0,       7,      70,      10,,       0,       0,sp,sp,    0.02,   0.030,    0.00,     0.0,       0,     1.0,,,,,,       0,     1.0,,,,     0.1,     7.4,,,,,,,,,,,,,,,,,,,,
Melk en melkproducten,13,931,31,Kwark vruchten- magere,,N,100,g,1,N,"Per 100g. bevat 0,6 g organische zuren",      72,     305,     5.8,     0.0,     5.8,     0.3,     0.3,     0.2,     0.1,     0.0,     0.0,     0.0,     0.5,     0.3,     0.3,     0.6,     0.0,     0.0,     1.4,     0.0,     0.3,    13.9,     1.0,     0.1,     1.5,    30.7,     1.8,     0.4,     0.0,     0.9,    10.9,    25.5,     2.6,     1.8,     0.7,     0.2,     0.0,     0.2,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     4.6,     0.0,     0.4,     1.8,     0.0,     0.0,     0.4,     0.0,     2.1,     0.0,    24.9,     0.0,     0.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.3,     0.3,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,     0.0,     0.0,     0.4,     0.4,     2.0,     0.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    11.0,     8.2,     2.8,     0.0,     0.0,    82.0,     0.0,      70,      92,     0.1,     0.0,     0.1,      44,     263,      12,    0.57,       5,       7,      10,    0.02,    0.07,   0.030,    0.62,     0.0,       1,     5.0,       0,       4,       2,       9,       0,       6,     5.0,       3,    0.02,     0.0,     0.1,    23.0,     0.0,     0.0,,,    11.0,     0.0,     0.0,     0.0,     0.0,,,     0.6,,,,,       2,       0,,
Melk en melkproducten,13,933,39,Pudding caramel-,,N,100,g,1,N,Per 100g,     119,     502,     2.8,     0.0,     2.8,     2.0,     1.9,     1.3,     0.5,     0.1,     0.0,,     3.3,     2.5,     1.4,     2.9,,     0.0,     3.8,,     0.3,    11.5,     1.0,     0.0,     1.3,    29.6,     1.6,     0.0,,     0.8,    10.6,    22.1,     1.5,     1.5,     1.4,     0.2,,     0.0,     0.0,     0.1,     0.3,     0.0,     0.0,     0.0,     0.1,     0.0,,     0.0,     0.0,     0.0,     0.0,     1.9,     0.1,     0.0,,     0.0,     0.0,     0.0,,     2.4,     0.0,     0.0,     1.6,     0.0,,     0.3,     0.0,     1.3,,    21.2,     0.0,     1.0,,,,     0.0,,     0.3,     0.3,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,     0.0,     0.0,     3.1,     0.0,     2.0,     0.6,,,,,,,,,     0.0,,,     0.0,     0.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.03,    0.00,    0.00,     8.0,    22.4,    20.5,     1.9,     0.0,     0.0,    71.5,     0.0,     161,      64,     0.1,     0.0,     0.1,      72,      86,      10,,      16,      16,,    0.03,    0.18,   0.035,    0.29,     0.1,       1,     0.4,,,,,,      16,     0.4,,,     0.1,     0.1,     2.5,,,,,,,,,,,,,,,,,,,,
Melk en melkproducten,13,938,59,Pudding griesmeel- m rode bessensap,,N,100,g,1,N,Per 100g,     127,     535,     3.0,     0.0,     3.0,     2.5,     2.4,     1.5,     0.7,     0.1,     0.0,,     0.5,     0.3,     0.3,     0.6,,     0.0,     1.4,,     0.3,    13.9,     1.0,     0.1,     1.5,    30.7,     1.8,     0.4,,     0.9,    10.9,    25.5,     2.6,     1.8,     0.7,     0.2,,     0.2,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.0,     0.0,     0.0,     0.0,     1.6,     0.0,     0.0,,     0.0,     0.0,     0.0,,     4.6,     0.0,     0.4,     1.8,     0.0,,     0.4,     0.0,     2.1,,    24.9,     0.0,     0.6,,,,     0.0,,     0.3,     0.3,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,     0.0,     0.0,     0.4,     0.4,     2.0,     0.6,,,,,,,,,     0.0,,,     0.0,     0.2,     0.0,     0.0,     0.0,     0.0,     0.1,     0.0,     0.0,    0.02,    0.00,    0.00,     3.0,    23.0,    20.0,     3.0,     0.0,     0.0,    71.0,     0.0,      85,      98,     0.2,     0.0,     0.2,      89,     120,      10,    0.28,      10,      11,       8,    0.03,    0.13,   0.030,    0.24,,       2,,,,,,,      11,,,,,     0.1,     7.0,,,,,,,,,,,,,,,,,,,,
Melk en melkproducten,13,940,30,Pudding vanille- m aardbeiensaus,,N,100,g,1,N,Per 100g. mona,     140,     591,     4.8,     0.0,     4.8,     2.8,     2.6,     1.8,     0.7,     0.1,     0.0,,     3.3,     2.5,     1.4,     2.9,,     0.0,     3.8,,     0.3,    11.5,     1.0,     0.0,     1.3,    29.6,     1.6,     0.0,,     0.8,    10.6,    22.1,     1.5,     1.5,     1.4,     0.2,,     0.0,     0.0,     0.1,     0.3,     0.0,     0.0,     0.0,     0.1,     0.0,,     0.0,     0.0,     0.0,     0.0,     1.9,     0.1,     0.0,,     0.0,     0.0,     0.0,,     2.4,     0.0,     0.0,     1.6,     0.0,,     0.3,     0.0,     1.3,,    21.2,     0.0,     1.0,,,,     0.0,,     0.3,     0.3,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,     0.0,     0.0,     3.1,     0.0,     2.0,     0.6,,,,,,,,,     0.0,,,     0.0,     0.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,    0.04,    0.00,    0.00,     3.0,    23.9,    20.0,     3.9,     0.0,     0.0,    72.0,     0.0,     114,      84,     0.3,     0.0,     0.3,      40,     116,       9,    0.81,      80,     147,     400,    0.03,    0.14,   0.030,    0.31,     0.1,       2,     0.4,,,,,,     113,     0.4,,,     0.1,     0.1,     2.5,,,,,,,,,,,,,,,,,,,,
Melk en melkproducten,13,941,34,Pudding amandel- m kersensaus,,N,100,g,1,N,Per 100g,     107,     453,     2.7,     0.0,     2.7,     1.9,     1.8,     1.3,     0.5,     0.1,     0.0,,     3.3,     2.5,     1.4,     2.9,,     0.0,     3.8,,     0.3,    11.5,     1.0,     0.0,     1.3,    29.6,     1.6,     0.0,,     0.8,    10.6,    22.1,     1.5,     1.5,     1.4,     0.2,,     0.0,     0.0,     0.1,     0.3,     0.0,     0.0,     0.0,     0.1,     0.0,,     0.0,     0.0,     0.0,     0.0,     1.9,     0.1,     0.0,,     0.0,     0.0,     0.0,,     2.4,     0.0,     0.0,     1.6,     0.0,,     0.3,     0.0,     1.3,,    21.2,     0.0,     1.0,,,,     0.0,,     0.3,     0.3,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,     0.0,     0.0,     3.1,     0.0,     2.0,     0.6,,,,,,,,,     0.0,,,     0.0,     0.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.03,    0.00,    0.00,     4.0,    19.8,    17.8,     2.0,     0.0,     0.0,    74.7,     0.0,      94,      55,     0.2,     0.0,     0.2,      38,      86,,,      16,      16,,    0.03,    0.18,   0.035,    0.25,,       1,     0.4,,,,,,      16,     0.4,,,,     0.1,     2.5,,,,,,,,,,,,,,,,,,,,
"Noten, zaden en snacks",15,943,42,Bitterbal bereid in oven,,N,100,g,1,N,Per 100g. gem van mora en van zonen,     298,    1244,    11.0,     5.0,     6.0,    18.0,    16.9,     8.6,     5.2,     1.0,     1.0,,,,,     0.1,,,     0.3,,,     2.8,,,     0.4,    29.0,,,,     1.0,    16.8,,,,,,,     0.4,,,,,,,     0.2,,,,,,,,,,,     5.6,,,,     0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    42.1,     0.6,,,,,,,,,,,,,,,,,,,,     0.1,,,,,,    32.0,    23.0,     3.0,    20.0,     0.0,     0.0,    48.0,     0.0,,      90,     1.7,     0.6,     1.1,     726,     155,      19,    1.40,       3,       3,,,,,,     0.7,       0,,,,,,,       3,,       5,    0.08,     1.8,,,,,,,,     1.2,     1.2,     0.7,     0.1,,,,,,,,,,,
"Noten, zaden en snacks",15,944,46,Kroket bereid in oven,,N,100,g,1,N,Per 100g. gem van mora en van zonen,     209,     877,     4.0,     2.0,     2.0,     9.0,     8.5,     4.3,     2.6,     0.5,     0.2,,,,,     0.1,,,     0.2,,,     2.6,,,     0.3,    29.3,,,,     0.9,    17.2,,,,,,,     0.4,,,,,,,     0.2,,,,,,,,,,,     5.1,,,,     0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    42.5,     0.7,,,,,,,,,,,,,,,,,,,,     0.1,,,,,,    21.5,    28.0,     3.0,    25.0,     0.0,     0.0,    59.0,     0.0,,      90,     1.7,     0.6,     1.1,     493,     264,      19,    1.40,       3,       3,,,,,,     0.7,       0,,,,,,,       3,,       5,    0.08,     1.8,,,,,,,,     1.2,     1.2,     0.7,     0.1,,,,,,,,,,,
Aardappelen,1,948,62,Rosti bereid z vet,,N,100,g,1,N,Per 100g. gemiddelde van aviko en iglo,     150,     628,     1.9,     1.9,     0.0,     5.1,     4.9,     0.8,     1.1,     3.0,     2.6,,,,     0.0,     0.0,,,     0.0,,,     0.1,     0.0,     0.0,     0.0,    10.9,     0.1,     0.0,,     0.1,     3.9,    22.8,     0.0,,     6.0,,,     0.4,     0.3,     0.0,     0.0,     0.0,     0.1,,     0.5,     0.0,,     0.0,     0.0,,     0.0,    54.4,     0.2,     0.0,,,     0.3,     0.0,,     2.1,     0.0,     0.0,     0.1,,,,,,,    21.0,,     2.2,,,,,,,,,,     0.0,     0.0,,,,,     0.0,,     0.4,     0.0,,,,,,,,,,,,,,     0.0,,     0.0,     0.0,     0.0,     0.0,     0.3,     2.6,    0.29,    0.00,    0.00,     0.0,    22.8,     2.3,    20.5,     0.0,     2.5,    68.9,     0.0,      15,     100,     0.4,     0.0,     0.4,       5,     201,,,       0,       1,       4,    0.14,    0.07,   0.400,    0.00,     0.0,,    14.0,       0,      88,      42,       0,       0,       0,    14.0,,,,     3.1,,,,,,,,,,,,,,,,,,,,,
Diversen,4,950,33,Gist vers,,N,100,g,1,N,Per 100g,      66,     275,    11.4,    11.4,     0.0,     0.4,     0.3,     0.1,     0.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    13.3,    43.0,     0.0,     0.0,     0.0,     4.6,    37.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     1.0,sp,     1.0,     0.0,     6.2,    78.0,     0.0,      25,     390,     5.0,     0.0,     5.0,      16,     610,      59,    3.20,       0,       0,,    0.71,    1.70,   0.600,sp,     0.0,sp,  1250.0,,,,,,       0,  1250.0,       1,    1.60,sp,    11.0,     0.6,,,,,,,,,,,,,,,,,,,,
Groenten,9,951,37,Bonen sperzie- gekookt,,N,100,g,1,N,Per 100g,      25,     105,     1.8,     1.8,     0.0,     0.4,     0.3,     0.1,     0.0,     0.2,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    32.1,     0.0,     0.0,     0.0,     0.0,     4.8,     3.7,     0.0,     0.0,    32.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    27.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     3.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,     0.1,    0.10,    0.00,    0.00,     0.0,     2.2,     1.2,     1.0,     0.0,     2.9,    92.1,     0.0,      54,      42,     0.8,     0.0,     0.8,       2,     265,      27,    0.37,       0,      53,     297,    0.05,    0.08,   0.071,    0.00,     0.0,       1,    50.7,      40,     571,      25,       0,       6,      26,    50.7,       0,    0.08,     0.3,     0.5,     3.0,     0.4,     0.8,     0.0,     0.0,     0.0,     0.2,     0.0,     0.7,     0.1,     0.6,,,,,,,,,,
Groenten,9,952,41,Kool boeren- diepvries gekookt,,N,100,g,1,N,Per 100g,      37,     156,     2.0,     2.0,     0.0,     1.6,     1.1,     0.3,     0.1,     0.6,     0.1,,,,,     0.0,,     0.0,     0.0,,,     0.0,,,     0.0,     9.8,     1.5,     0.0,,     0.0,     2.0,    11.6,     0.0,,    39.3,,,     0.0,     0.0,     0.0,,     0.0,     0.0,    16.6,     0.0,     0.0,,,     0.0,     0.0,     0.0,    12.7,     0.0,     0.0,,,     0.0,     0.0,,     6.5,     0.0,     0.0,     1.5,     0.0,,,,,,     1.8,,     9.8,,,,     0.0,,,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.0,,,,,,,,,,,,,,,,,,,,,,     0.0,     0.4,     0.1,    0.44,    0.00,    0.00,     0.0,     2.5,     0.0,     2.5,     0.0,     2.5,    87.9,     0.0,     150,      45,     1.0,     0.0,     1.0,      10,     225,      13,    0.48,       0,     849,    5066,    0.04,    0.10,   0.120,    0.00,     0.0,      15,    52.0,       0,    8982,     233,      32,     168,     422,    52.0,       1,    0.05,     1.3,,     1.3,,,,,,     2.5,     0.0,     0.1,     0.0,,,,,,,,,,,
