Productgroep_oms,Productgroepcode,Productcode,Controlegetal,Product_omschrijving,Fabrikantnaam,Code_nonactief,Hoeveelheid,Meeteenheid,Eetbaar_gedeelte,Vertrouwelijk_code,Commentaarregel,_01001,_01002,_02002,_02003,_02004,_03001,_03002,_03004,_03006,_03008,_03009,_03010,_03011,_03012,_03013,_03014,_03015,_03016,_03017,_03018,_03019,_03020,_03021,_03022,_03023,_03024,_03025,_03026,_03027,_03028,_03029,_03030,_03031,_03032,_03033,_03034,_03035,_03036,_03037,_03038,_03039,_03040,_03041,_03042,_03043,_03044,_03045,_03046,_03047,_03048,_03049,_03052,_03053,_03054,_03055,_03057,_03058,_03059,_03060,_03061,_03062,_03063,_03064,_03065,_03067,_03068,_03069,_03070,_03071,_03072,_03073,_03074,_03075,_03076,_03077,_03089,_03090,_03100,_03102,_03103,_03104,_03105,_03106,_03107,_03108,_03109,_03110,_03111,_03112,_03113,_03114,_03115,_03116,_03117,_03120,_03121,_03122,_03123,_03124,_03125,_03126,_03127,_03128,_03129,_03130,_03131,_03133,_03134,_03135,_03136,_03138,_03139,_03140,_03141,_03142,_04001,_05001,_05002,_05010,_05011,_06001,_07001,_08001,_09001,_09002,_09003,_09004,_09005,_09006,_09007,_09008,_09009,_11001,_11002,_11003,_11005,_11006,_11007,_11008,_11009,_11011,_11012,_11020,_11021,_11022,_11023,_11024,_11027,_11028,_10001,_10002,_11010,_11014,_10003,_05003,_05005,_05006,_05008,_05009,_11015,_11016,_11017,_11018,_12001,_02001,_13006,_05012,_05013,_05014,_05015,_11025,_11026,_11013,_11019
Aardappelen,1,1,4,Aardappelen rauw,,N,100,g,1,N,Per 100g,      88,     371,     2.0,     2.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    19.0,     1.0,    18.0,     0.0,     1.8,    77.0,     0.0,       6,      60,     0.5,     0.0,     0.5,       2,     450,      22,    0.37,       0,       1,       5,    0.12,    0.04,   0.300,    0.00,     0.0,      14,    23.0,       0,     100,      16,       3,       0,       1,    23.0,,,,,,,,,,,,,,,,,,,,,,,,,
Aardappelen,1,2,8,Aardappelen nieuwe rauw,,N,100,g,1,N,Per 100g,      88,     371,     2.0,     2.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    19.0,     1.0,    18.0,     0.0,     1.8,    77.0,     0.0,       6,      60,     0.5,     0.0,     0.5,       2,     450,      14,    0.20,       0,       0,       3,    0.12,    0.04,   0.300,    0.00,     0.0,      25,    23.0,       0,      13,       4,       0,       0,       0,    23.0,       1,    0.09,     0.1,     1.2,,,,,,,,,,,,,,,,,,,,,
Aardappelen,1,3,12,Aardappelen oude rauw,,N,100,g,1,N,Per 100g,      88,     371,     2.0,     2.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    19.0,     1.0,    18.0,     0.0,     1.8,    77.0,     0.0,       6,      60,     0.5,     0.0,     0.5,       2,     450,      17,    0.30,       0,       1,       8,    0.12,    0.04,   0.220,    0.00,     0.0,       5,    23.0,sp,      60,,,       0,       1,    23.0,       1,    0.08,     0.1,     1.2,,,,,,,,,,,,,,,,,,,,,
Graanproducten en bindmiddelen,8,4,16,Pasta witte rauw,,N,100,g,1,N,Per 100g,     354,    1501,    12.0,    12.0,     0.0,     2.0,     1.3,     0.3,     0.2,     0.9,     0.8,,,,,     0.1,,     0.0,     0.0,,,     0.0,,,     0.0,    18.8,     0.0,     0.0,,     0.0,     0.7,    15.2,     0.0,,     4.3,,,     0.7,     0.3,     0.0,,     0.0,     0.0,     0.0,     0.0,     0.0,,,     0.0,     0.0,     0.0,    60.2,     0.0,     0.0,,,     0.0,     0.0,,     3.4,     0.0,     0.0,     0.0,     0.0,,,,,,    15.2,,     0.9,,,,     0.0,,,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.0,,,,,,,,,,,,,,,,,,,,,,     0.0,     0.1,     0.8,    0.06,    0.00,    0.00,     0.0,    71.0,     5.0,    66.0,     0.0,     2.0,    10.0,     0.0,      15,     125,     2.0,     0.0,     2.0,       5,     100,      53,    1.50,       0,       0,       0,    0.10,    0.06,   0.080,    0.00,     0.0,       0,    25.0,,,,,,       0,    25.0,      20,    0.30,sp,     2.0,     0.6,,,,,,,,,,,,,,,,,,,,
Graanproducten en bindmiddelen,8,5,20,Rijst witte rauw,,N,100,g,1,N,Per 100g,     352,    1492,     7.0,     7.0,     0.0,     1.0,     0.9,     0.2,     0.3,     0.4,     0.4,,     0.0,     0.0,     0.0,     0.0,,,     0.0,,,sp,     0.0,,     0.0,    24.4,sp,,,     0.0,     2.4,    30.5,,,,,,sp,     0.0,     0.0,,,     0.0,,     0.0,     0.0,,     0.0,     0.0,,     0.0,    42.7,     0.0,,,,,,,,,,,,,,,,,,,,,,,     0.0,,     0.0,     0.0,,,,,,,,,,     0.0,sp,,     0.0,,sp,,,,,,,,,,,,,,,,     0.0,     0.0,     0.4,    0.00,    0.00,    0.00,     0.0,    78.0,     0.0,    78.0,     0.0,     1.3,    13.0,     0.0,      10,     100,     0.4,     0.0,     0.4,       2,     100,      13,    1.80,       0,       0,       0,    0.04,    0.03,   0.120,    0.00,     0.0,       0,    20.0,,,,,,       0,    20.0,      13,    0.37,     0.1,     1.0,     2.2,,,,,,,,,,,,,,,,,,,,
Groenten,9,7,28,Andijvie rauw,,N,100,g,1,N,Per 100g,      17,      71,     1.3,     1.3,     0.0,     0.4,     0.3,     0.1,     0.0,     0.2,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     2.1,     0.0,     0.0,     0.0,    29.3,     0.0,     0.0,     0.0,     0.0,     1.4,     2.9,     0.0,     0.0,     9.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    53.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     2.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,    0.02,    0.00,    0.00,     0.0,     1.2,     1.2,     0.0,     0.0,     1.8,    95.3,     0.0,      54,      36,     1.2,     0.0,     1.2,      22,     253,      11,    0.55,       0,     130,     779,    0.04,    0.06,   0.057,    0.00,     0.0,       1,    35.2,       0,    1183,       0,       0,       0,      65,    35.2,       1,    0.05,     0.3,     0.4,     6.4,     0.5,     0.7,     0.0,     0.0,     0.0,     0.3,     0.0,     0.4,     0.0,     0.6,,,,,,,,,,
Groenten,9,8,32,Andijvie gekookt,,N,100,g,1,N,Per 100g,      23,      95,     1.4,     1.4,     0.0,     0.5,     0.3,     0.1,     0.0,     0.2,     0.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     2.1,     0.0,     0.0,     0.0,    29.3,     0.0,     0.0,     0.0,     0.0,     1.4,     2.9,     0.0,     0.0,     9.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    53.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     2.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.2,    0.03,    0.00,    0.00,     0.0,     2.3,     1.6,     0.8,     0.0,     1.7,    93.5,     0.0,      60,      25,     0.5,     0.0,     0.5,       5,     163,       9,    0.27,       0,     378,    2240,    0.05,    0.06,   0.081,    0.00,     0.0,       1,    45.0,       8,    2926,       6,      39,      26,     188,    45.0,       0,    0.06,     0.8,     0.5,     6.4,     0.6,     0.9,     0.0,     0.0,     0.1,     0.6,     0.0,     1.2,     0.0,     0.7,,,,,,,,,,
Groenten,9,9,36,Asperges rauw,,N,100,g,1,N,Per 100g,      19,      82,     1.0,     1.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     3.0,     1.0,     2.0,     0.0,     1.7,    94.0,     0.0,      20,      60,     1.0,     0.0,     1.0,       1,     200,      20,    0.50,       0,       0,       1,    0.10,    0.07,   0.030,    0.00,     0.0,      30,    56.0,       1,      25,       0,       0,       0,       0,    56.0,       1,    0.08,     1.2,     0.6,     0.2,,,,,,,,,,,,,,,,,,,,
Groenten,9,10,3,Aubergine rauw,,N,100,g,1,N,Per 100g,      20,      84,     1.0,     1.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     3.0,     3.0,     0.0,     0.0,     2.0,    93.0,     0.0,      10,      12,     0.5,     0.0,     0.5,       2,     200,      11,    0.20,       0,      12,      40,    0.04,    0.05,   0.070,    0.00,     0.0,      10,    18.0,      60,,,       0,,       6,    18.0,       0,    0.01,     0.0,     0.6,     1.0,,,,,,,,,,,,,,,,,,,,
Groenten,9,11,7,Aubergine gekookt,,N,100,g,1,N,Per 100g,      21,      88,     1.0,     1.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     3.0,     3.0,     0.0,     0.0,     2.5,    93.0,     0.0,      10,      12,     0.5,     0.0,     0.5,      10,     200,       8,    0.10,       0,      13,      43,    0.04,    0.05,   0.060,    0.00,     0.0,       4,     5.0,      65,,,       0,,       6,     5.0,       1,    0.01,     0.0,     0.6,     1.2,,,,,,,,,,,,,,,,,,,,
Groenten,9,12,11,Bieten rauw,,N,100,g,1,N,Per 100g,      38,     159,     2.0,     2.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     6.0,     6.0,     0.0,     0.0,     2.9,    89.0,     0.0,      10,      40,     0.4,     0.0,     0.4,      70,     400,      14,    0.40,       0,       2,       9,    0.05,    0.05,   0.045,    0.00,     0.0,       2,    19.0,       7,       0,      40,,      26,       1,    19.0,       0,    0.02,     0.1,     0.1,     0.5,,,,,,,,,,,,,,,,,,,,
Groenten,9,13,15,Selderij bleek- gekookt,,N,100,g,1,N,Per 100g,      14,      60,     1.0,     1.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     2.0,     1.0,     1.0,     0.0,     1.1,    92.0,     0.0,      80,      40,     0.5,     0.0,     0.5,      60,     320,       4,    0.10,       0,     493,,    0.08,    0.15,   0.060,    0.00,     0.0,      10,    10.0,,,,,,       0,    10.0,       3,    0.01,     0.2,     0.8,     1.1,,,,,,,,,,,,,,,,,,,,
Groenten,9,14,19,Kool bloem- rauw,,N,100,g,1,N,Per 100g,      25,     106,     1.9,     1.9,     0.0,     0.2,     0.1,     0.0,     0.0,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    21.7,     0.0,     0.0,     0.0,     0.0,     2.2,     8.2,     0.0,     0.0,    58.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     9.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     8.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,     0.0,    0.08,    0.00,    0.00,     0.0,     2.9,     2.4,     0.5,     0.0,     2.2,    91.8,     0.0,      28,      48,     0.3,     0.0,     0.3,       8,     296,      12,    0.37,       0,       0,       1,    0.04,    0.06,   0.132,    0.00,     0.0,      25,    67.1,       0,       1,       0,       0,       0,       0,    67.1,       0,    0.03,     0.0,     0.5,     2.5,     1.1,     1.1,     0.0,     0.0,     0.2,     0.0,     0.0,     0.1,     0.0,     0.9,,,,,,,,,,
Groenten,9,15,23,Kool bloem- gekookt,,N,100,g,1,N,Per 100g,      23,      95,     1.8,     1.8,     0.0,     0.4,     0.3,     0.1,     0.0,     0.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    21.7,     0.0,     0.0,     0.0,     0.0,     2.2,     8.2,     0.0,     0.0,    58.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     9.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     8.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.2,     0.0,    0.17,    0.00,    0.00,     0.0,     1.9,     1.2,     0.7,     0.0,     2.3,    93.4,     0.0,      25,      47,     0.3,     0.0,     0.3,      10,     224,       9,    0.26,       0,       0,       0,    0.02,    0.05,   0.063,    0.00,     0.0,      22,    95.1,       0,      13,       0,       0,       0,       0,    95.1,       0,    0.05,     0.1,     0.4,     2.5,     0.2,     0.7,     0.0,     0.0,     0.3,     0.1,     0.0,     0.5,     0.0,     0.4,,,,,,,,,,
Groenten,9,16,27,Kool boeren- gekookt,,N,100,g,1,N,Per 100g,      46,     193,     4.0,     4.0,     0.0,     1.0,     0.7,     0.2,     0.1,     0.4,     0.1,,,,,     0.0,,     0.0,     0.0,,,     0.0,,,     0.0,     9.8,     1.5,     0.0,,     0.0,     2.0,    11.6,     0.0,,    39.3,,,     0.0,     0.0,     0.0,,     0.0,     0.0,    16.6,     0.0,     0.0,,,     0.0,     0.0,     0.0,    12.7,     0.0,     0.0,,,     0.0,     0.0,,     6.5,     0.0,     0.0,     1.5,     0.0,,,,,,     1.8,,     9.8,,,,     0.0,,,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.0,,,,,,,,,,,,,,,,,,,,,,     0.0,     0.3,     0.1,    0.28,    0.00,    0.00,     0.0,     4.0,     0.0,     4.0,     0.0,     2.5,    86.0,     0.0,     180,      80,     1.0,     0.0,     1.0,      50,     160,       8,    0.20,       0,     849,    5066,    0.10,    0.22,   0.150,    0.00,     0.0,      40,    50.0,       0,    8982,     233,      32,     168,     422,    50.0,       2,    0.02,     1.3,     1.5,     1.4,,,,,,,,,,,,,,,,,,,,
Groenten,9,17,31,Cantharellen rauw,,N,100,g,1,N,Per 100g,      16,      68,     1.8,     1.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     1.0,     0.0,     1.0,     0.0,     2.5,    90.0,     0.0,      10,      80,     0.5,     0.0,     0.5,       5,     500,       7,    0.97,       0,     217,    1300,    0.07,    0.30,   0.020,    0.00,     0.0,      20,    44.0,sp,       0,       0,       0,       0,     108,    44.0,       0,    0.42,     0.1,     5.0,     3.3,,,,,,,,,,     1.5,     0.3,,,,,,,,,
Groenten,9,18,35,Cantharellen gekookt,,N,100,g,1,N,Per 100g,      25,     105,     3.0,     3.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     2.0,     0.0,     2.0,     0.0,     2.5,    90.0,     0.0,      10,      80,     0.5,     0.0,     0.5,       5,     500,       7,    0.97,       0,     381,    2281,    0.07,    0.30,   0.010,    0.00,     0.0,       6,     8.0,sp,       0,       0,       0,       0,     189,     8.0,       0,    0.42,     0.1,     5.0,     3.3,,,,,,,,,,,,,,,,,,,,
