----------------------- Page 1-----------------------

                                               English index for NEVO online 2013 

English food name → Dutch food name                                                         Code     Name food group 
vetz ongezouten 
Cooking fat liquid 97% fat <17 g sat → Bak‐ en braadvet vloeib 97% vet <17g verz vetz         2066    Fats, oils and savoury sauces 

Cooking fat sol 97% fat>17g sat unsalted → Bak‐ en braadvet vast 97% vet > 17g verz           2563     Fats, oils and savoury sauces 
vetz ongezouten 
Cooking fat solid 80% fat >17 g sat → Bak‐ en braadvet vast 70‐80% vet >17 g vvz              2073    Fats, oils and savoury sauces 

Cooking fat solid 97% fat >17 g sat → Bak‐ en braadvet vast 97% vet >17 g verz vetz           2067    Fats, oils and savoury sauces 

Coquilles scallop shell St. Jacques raw → Jacobsschelpen rauw                                 1899     Fish 
Corned beef → Cornedbeef                                                                      319     Meat, meat products and poultry 
Cornflour → Maizena                                                                           215      Cereal products 
Cornflour → Meel mais‐                                                                        696      Cereal products 
Courgettes boiled → Courgee gekookt                                                           966     Vegetables 
Courgettes raw → Courgee rauw                                                                 922      Vegetables 
Couscous boiled → Couscous gekookt                                                            2158    Cereal products 
Couscous unprepared → Couscous rauw                                                           1889     Cereal products 
Cowberries → Bessen vossen‐                                                                   156      Fruit 
Crab in water tinned → Krab in water blik                                                     351      Fish 
Cracker VitaLU w added calcium → Cracker VitaLU m calcium                                     2916    Bread 
Crackers cream → Cracker cream‐                                                               228      Bread 
Crackers cream low sodium → Cracker cream‐ Na‐                                                1016     Bread 
Crackers matzes → Cracker matzes                                                              238      Bread 

                                                                     12 

----------------------- Page 13-----------------------

                                               English index for NEVO online 2013 

Crackers rich in fibre gluten free → Cracker vezelrijk glutenvrij Glutaﬁn                   2273     Bread 
Crackers VitaLU → Cracker VitaLU                                                            2229     Bread 
Cranberries → Cranberries                                                                    159     Fruit 
Cranberries dries sweetened → Cranberries gedroogd gezoet                                   2890     Fruit 
Cranberry compote sweetened → Cranberry compote gezoet                                      2885     Fruit 
Cream 25% fat → Room slank‐ 25% vet onbereid                                                1503     Milk en milkproducts 
Cream based on veg oil Alpro Cuisine → Plantaardige variae op room Alpro Cuisine            2262     Soya prod. and vegetarian foods 

Cream based on vegoil Alpro CuisineLight → Plantaardige variae op room Alpro                3176     Soya prod. and vegetarian foods 
Cuisine Light 
Cream cooking → Room kook‐                                                                  2275     Milk en milkproducts 
Cream cooking light → Room kook‐ light                                                      2276     Milk en milkproducts 
Cream custard → Room banketbakkers‐                                                         1469     Milk en milkproducts 
Cream slice Dutch Tompouce → Tompouce                                                        468     Pastry, cake and biscuits 
Cream sour → Room zure                                                                       812     Milk en milkproducts 
Cream type prod Blue Band Finesse → Room kook‐ Blue Band Finesse voor koken                 2279     Milk en milkproducts 

Cream whipped w sugar canned → Room spuitbus m suiker                                       1791     Milk en milkproducts 
Cream whipped with added sugar → Room slag‐ geklopt m suiker                                1916     Milk en milkproducts 
Cream whipping → Room slag‐ onbereid                                                         299     Milk en milkproducts 
Creme fraiche → Creme fraiche                                                               1808     Milk en milkproducts 
Creme fraiche half fat → Creme fraiche halfvol                                              2268     Milk en milkproducts 
Creme fraiche type prod BlueBand Finesse → Blue Band Finesse voor verrijken                 2280     Milk en milkproducts 

Cress garden raw → Sterkers rauw                                                             126     Vegetables 
Crisp bread gluten free Fette Croccanti → Knackebrod glutenvrij Fee Croccan Schar           3080     Bread 

Crispbakes Dutch → Beschuit                                                                  227     Bread 
Crispbakes Dutch low sodium → Beschuit Na‐                                                  1022     Bread 
Crispbakes Dutch wholemeal → Beschuit volkoren/meergranen                                    655     Bread 
Crispbread averaged → Knackebrod gem                                                         229     Bread 
Crispbread Cracottes → Cracoes naturel                                                      1312     Bread 
Crispbread Cracottes Vital → Cracoes Vital                                                  2230     Bread 
Crispbread gold‐brown → Knackebrod goudbruin                                                 596     Bread 
Crispbread high fibre → Knackebrod vezelrijk                                                1253     Bread 
Crispbread light → Knackebrod lichtgewicht                                                   976     Bread 
Crispbread Sandwich Wasa → Knackebrod Sandwich Wasa                                         1802     Bread 
Crispbread sesame → Knackebrod sesam                                                         975     Bread 
Crispbread wholemeal → Knackebrod volkoren                                                  1779     Bread 
Crispbread wholemeal Cracottes → Cracoes volkoren                                           1322     Bread 
Crisps based on potato flour → Chips op basis van aardappelmeel                             2173     Nuts, seeds and snacks 
Crisps maize Bugles → Zoutje mais‐ Bugles                                                   2163     Nuts, seeds and snacks 
Crisps potato average → Chips gem                                                            122     Nuts, seeds and snacks 
Crisps potato flavoured → Chips paprika ea smaken                                           2924     Nuts, seeds and snacks 
Crisps potato Lays Sensations flavoured → Chips Lays Sensaons div smaken                    2929     Nuts, seeds and snacks 

Crisps potato light flavoured → Chips light paprika ea smaken                               2926     Nuts, seeds and snacks 
Crisps potato light unflavoured → Chips light naturel                                       1505     Nuts, seeds and snacks 
Crisps potato straws average → Fritesscks gem                                                620     Nuts, seeds and snacks 
Crisps potato straws flavoured → Fritesscks paprika                                         2928     Nuts, seeds and snacks 
Crisps potato straws natural → Fritesscks naturel                                           2927     Nuts, seeds and snacks 
Crisps potato unflavoured → Chips naturel                                                   2923     Nuts, seeds and snacks 
Crisps tortilla unflavoured → Chips torlla naturel                                          1937     Nuts, seeds and snacks 
Croissant average → Croissant gem                                                           2818     Bread 
Croissant chocolate‐ → Croissant chocolade‐                                                 2400     Pastry, cake and biscuits 
Croissant prepared w butter → Croissant roomboter‐                                          2801     Bread 
Croissant prepared wo butter → Croissant z roomboter                                        2802     Bread 

                                                                   13 

----------------------- Page 14-----------------------

                                                English index for NEVO online 2013 

Croissant w ham and cheese → Croissant m ham en kaas                                          2551     Nuts, seeds and snacks 
Croissant with cheese → Croissant met kaas                                                    2830     Nuts, seeds and snacks 
Croissants → Croissants uit blik afgebakken                                                    878     Bread 
Croquette meat Bitterbal prep in oven → Bierbal bereid in oven                                 943     Nuts, seeds and snacks 
Croquette meat ragout deep‐fried → Kroket bereid                                               326     Nuts, seeds and snacks 
Croquette meat ragout frozen unprep → Kroket diepvries onbereid                               2548     Nuts, seeds and snacks 
Croquette meat ragout prepared in oven → Kroket bereid in oven                                 944     Nuts, seeds and snacks 
Croquettes potato frozen unprepared → Aardappelkrokeen diepvries onbereid                     2326     Potatoes 

Croutons → Croutons                                                                           2528     Bread 
Cucumber boiled → Komkommer gekookt                                                            28      Vegetables 
Cucumber sliced pickled → Komkommerschijven zoetzuur glas                                     1161     Vegetables 
Cucumber w skin raw → Komkommer m schil rauw                                                  2739     Vegetables 
Cucumber wo skin raw → Komkommer z schil rauw                                                  27      Vegetables 
Cumin seed dried → Komijnzaad gedroogd                                                         827     Herbs and spices 
Cup cake iced → Koek Glace‐                                                                   2403     Pastry, cake and biscuits 
Currants dried → Krenten gedroogd pak                                                          185     Fruit 
Curry powder djawa → Kerrie djawa                                                             1223     Herbs and spices 
Custard 2 flavours w syrup vlaflip → Vlaﬂip dubbel‐ Campina                                   2522     Milk en milkproducts 
Custard chocolate full fat → Vla chocolade‐ volle                                              276     Milk en milkproducts 
Custard chocolate low fat → Vla chocolade‐ magere                                              478     Milk en milkproducts 
Custard half fat all flavours → Vla halfvolle alle smaken                                     2519     Milk en milkproducts 
Custard no fat w sweetners Optimel → Vla magere m zoetstof Opmel                              2267     Milk en milkproducts 
Custard powder → Custardpoeder                                                                 210     Cereal products 
Custard several flavours full fat → Vla volle overige smaken                                  1720     Milk en milkproducts 
Custard soft & airy Campina → Vla zacht & luchg Campina                                       2539     Milk en milkproducts 
Custard vanilla full fat → Vla vanille‐ volle                                                  282     Milk en milkproducts 
Custard vanilla low fat → Vla vanille‐ magere                                                  477     Milk en milkproducts 
Custard with whipped cream → Vla slagroom‐                                                    1957     Milk en milkproducts 

                                            D 
Dab/lemon dab prep in microwave oven → Schar/tongschar bereid in magnetron z                  1618     Fish 
toev 
Dagoe leaf raw → Dagoeblad rauw                                                                675     Vegetables 
Dairy dessert with cream averaged → Toetje m room                                             1008     Milk en milkproducts 
Dairy dr Milk&Fruit strawberry‐cherry/fo → Zuiveldrank Milk&Fruit aardbei‐                    2052     Milk en milkproducts 
kers/bosvruchten 
Dairy drink Campina fruitmilk → Zuiveldrank Fruitmelk Campina                                 2496     Milk en milkproducts 
Dairy drink Milk&Fruit mango → Zuiveldrank Milk&Fruit mango                                   2917     Milk en milkproducts 
Dairy drink Milk&Fruit orange → Zuiveldrank Milk&Fruit sinaasappel                            2053     Milk en milkproducts 
Dairy spread plain/herbs → Zuivelspread naturel/kruiden                                       2678     Cheese 
Dairy spread plain/herbs light → Zuivelspread naturel/kruiden light                           2679     Cheese 
Dandelion leaves raw → Sla mol‐ rauw                                                          1087     Vegetables 
Danish pastry → Broodje koﬃe‐                                                                  232     Pastry, cake and biscuits 
Dates dried → Dadels gedroogd gekonﬁjt                                                         181     Fruit 
Dates fresh → Dadels vers                                                                     1887     Fruit 
Dessert made of custard, yoghurt & syrup → Vlaﬂip Campina                                     2537     Milk en milkproducts 
Dessert soya Alpro → Dessert soja‐ Alpro                                                      1380     Soya prod. and vegetarian foods 
Dfr Modifast Intensive Milkshake → Modifast Intensive Milkshake                               2013     Foods for specific dietetic use 
Dfr Modifast Intensive Muesli → Modifast Intensive Muesli                                     1792     Foods for specific dietetic use 
Dfr Modifast Intensive Pudding → Modifast Intensive Pudding                                   2012     Foods for specific dietetic use 
Dish w veg and meat Moksi‐alesi Surinam → Groente‐vlees schotel Moksi‐alesi                   2321     Composite dishes 
Surinaams 
Dough for pizza and savoury pie → Brooddeeg (bodem voor pizza/harge taart)                    1914     Bread 

Doughnut Dutch style → Oliebol                                                                 474     Pastry, cake and biscuits 
Doughnuts plain → Donuts ongevuld                                                             1473     Pastry, cake and biscuits 

                                                                     14 

----------------------- Page 15-----------------------

                                               English index for NEVO online 2013 

Drink breakfast Brinta Wake Up → Drinkontbijt Brinta Wake Up                                2051     Cereal products 
Drink Calogen p 100 ml Nutricia → Calogen p 100 ml Nutricia                                 2999     Foods for specific dietetic use 
Drink Clinutren 1.5 fibre p 100ml Nestle → Clinutren 1.5 ﬁbre p 100 ml Nestle               3094     Foods for specific dietetic use 

Drink Clinutren G Diabetes p100ml Nestle → Clinutren G Diabetes p 100 ml Nestle             3095     Foods for specific dietetic use 

Drink Clinutren Thickened Drink Nestle → Clinutren Thickened Drink Nestle                   3096     Foods for specific dietetic use 
Drink Ensure p 100 ml → Ensure p 100 ml Abbo                                                1037     Foods for specific dietetic use 
Drink Nutrical p 100 ml Nutricia → Nutrical p 100 ml Nutricia                               2998     Foods for specific dietetic use 
Drink Pediasure Fibre p 100 ml Abbott → Pediasure Fibre p 100 ml Abbo                       1942     Foods for specific dietetic use 
Drink Resource 2.0 Fibre p 100 ml Nestle → Resource 2.0 Fibre p 100 ml Nestle               2195     Foods for specific dietetic use 

Drink Resource 2.0 p 100 ml Nestle → Resource 2.0 p 100 ml Nestle                           3088     Foods for specific dietetic use 
Drink Resource Energy Fruit → Resource Energy Fruit Nestle                                  2198     Foods for specific dietetic use 
Drink Resource Energy p 100 ml Nestle → Resource Energy p 100 ml Nestle                     2194     Foods for specific dietetic use 
Drink Resource Fruit p 100 ml Nestle → Resource Fruit p 100 ml Nestle                       2199     Foods for specific dietetic use 
Drink Resource HP/HC p 100 ml Nestle → Resource HP/HC p 100 ml Nestle                       3091     Foods for specific dietetic use 
Drink Resource Junior p 100 ml Nestle → Resource Junior p 100 ml Nestle                     2200     Foods for specific dietetic use 
Drink Resource Protein p 100 ml Nestle → Resource Protein p 100 ml Nestle                   2202     Foods for specific dietetic use 
Drink Resource Repair p 100 ml Nestle → Resource Repair p 100 ml Nestle                     3099     Foods for specific dietetic use 
Drink Resource SeniorActiv p100ml Nestle → Resource SeniorAcv p 100 ml Nestle               3089     Foods for specific dietetic use 

Drink Resource Soup p 100 ml Nestle → Resource Soup p 100 ml Nestle                         3093     Foods for specific dietetic use 
Drink Resource Support Plus p 100 ml → Resource Support Plus p 100 ml Nestle                3092     Foods for specific dietetic use 

Drink soja Unsweetended Alpro → Drink soja‐ Ongezoet Alpro                                  3180    Soya prod. and vegetarian foods 
Drink soya +1 Alpro → Drink soja‐ +1 Alpro                                                  2261    Soya prod. and vegetarian foods 
Drink soya Fresh Light Alpro → Drink soja‐ Fresh Light Alpro                                2858    Soya prod. and vegetarian foods 
Drink soya natural → Drink soja‐ naturel                                                    870      Soya prod. and vegetarian foods 
Drink soya Original Alpro → Drink soja‐ Original Alpro                                      1381    Soya prod. and vegetarian foods 
Drink soya several flavours Alpro → Drink soja‐ diverse smaken Alpro                        1602    Soya prod. and vegetarian foods 
Drink Suplena p 100 ml Abbott → Suplena p 100 ml Abbo                                       1730     Foods for specific dietetic use 
Duck whole raw → Eend m vel rauw                                                            106      Meat, meat products and poultry 

                                           E 
Eclair cheese cream filled → Soesje kaas‐                                                   1506     Nuts, seeds and snacks 
Eclair with whipped cream filling → Soes slagroom‐                                          1475     Pastry, cake and biscuits 
Eclair without filling → Soes ongevuld                                                      1915     Pastry, cake and biscuits 
Eel prepared in microwave oven → Paling bereid in magnetron z toev                          1624    Fish 
Eel raw → Paling rauw                                                                       112      Fish 
Eel smoked → Paling gerookt                                                                 603     Fish 
Ef Alitraq p 100 ml Abbott → Alitraq p 100 ml Abbo                                          2958     Foods for specific dietetic use 
Ef Jevity HiCal p 100 ml Abbott → Jevity HiCal p 100 ml Abbo                                2967     Foods for specific dietetic use 
Ef Jevity p 100 ml Abbott → Jevity p 100 ml Abbo                                            2970     Foods for specific dietetic use 
Ef Jevity Plus HP p 100 ml Abbott → Jevity Plus HP p 100 ml Abbo                            2969     Foods for specific dietetic use 
Ef Jevity Plus p 100 ml Abbott → Jevity Plus p 100 ml Abbo                                  2968     Foods for specific dietetic use 
Ef Nepro p 100 ml Abbott → Nepro p 100 ml Abbo                                              2972     Foods for specific dietetic use 
Ef Nutrini Low Energy Multi Fibre p100ml → Nutrini Low Energy Mul Fibre p 100 ml            2992     Foods for specific dietetic use 
Nutricia 
Ef Nutrini Peptisorb p 100 ml Nutricia → Nutrini Pepsorb p 100 ml Nutricia                  2993     Foods for specific dietetic use 
Ef Osmolite HiCal p 100 ml Abbott → Osmolite HiCal p 100 ml Abbo                            2973     Foods for specific dietetic use 
Ef Oxepa p 100 ml Abbott → Oxepa p 100 ml Abbo                                              2974     Foods for specific dietetic use 
Ef Pediasure p 100 ml Abbot → Pediasure p 100 ml Abbo                                       1729     Foods for specific dietetic use 
Ef Pediasure Plus Fibre p 100 ml Abbott → Pediasure Plus Fibre p 100 ml Abbo                2975     Foods for specific dietetic use 

Ef Pediasure Plus p 100 ml Abbott → Pediasure Plus p 100 ml Abbo                            2976     Foods for specific dietetic use 
Ef Perative p 100 ml Abbott → Perave p 100 ml Abbo                                          1950     Foods for specific dietetic use 

                                                                   15 

----------------------- Page 16-----------------------

                                                 English index for NEVO online 2013 

Ef Promote p 100 ml Abbott → Promote p 100 ml Abbo                                               2978    Foods for specific dietetic use 
Ef TwoCal 100 ml Abbott → TwoCal p 100 ml Abbo                                                   3183    Foods for specific dietetic use 
Egg chicken free‐range boiled → Ei kippen‐ scharrel gekookt                                      2770    Eggs 
Egg chicken free‐range raw → Ei kippen‐ scharrel rauw                                            2769    Eggs 
Egg chicken maize boiled → Ei kippen‐ mais gekookt                                               2774    Eggs 
Egg chicken maize raw → Ei kippen‐ mais rauw                                                     2773    Eggs 
Egg organic chicken boiled → Ei kippen‐ biologisch gekookt                                       2772    Eggs 
Egg organic chicken raw → Ei kippen‐ biologisch rauw                                             2771    Eggs 
Egg powder chicken → Eipoeder kippen‐ gedroogd                                                   87      Eggs 
Egg yolk chicken boiled → Eidooier kippen‐ gekookt                                               86      Eggs 
Eggplant stuffed dolma patlican Turkish → Aubergine gevuld dolma patlican Turks                  1378    Composite dishes 
bereid 
Eggs chicken boiled average → Ei kippen‐ gekookt gem                                             84      Eggs 
Eggs chicken fried in margarine → Ei kippen‐ gebakken                                            1314    Eggs 
Eggs chicken white raw → Eiwit kippenei rauw                                                     358     Eggs 
Eggs chicken whole raw average → Ei kippen‐ rauw gem                                             83      Eggs 
Eggs chicken yolk raw → Eidooier kippen‐ rauw                                                    85      Eggs 
Endive boiled → Andijvie gekookt                                                                 8       Vegetables 
Endive frozen unprepared → Andijvie diepvries onbereid                                           1136    Vegetables 
Endive raw → Andijvie rauw                                                                       7       Vegetables 
Endive raw with mashed potatoes → Stamppot rauwe andijvie z vlees bereid                         1531    Composite dishes 
Endive tinned → Andijvie blik/glas                                                               129     Vegetables 
Endive/potatoes/meat fresh cooled meal → Andijvie/aardappelen/vlees koelverse                    1818    Composite dishes 
maaltijd 
Endive/potatoes/meat frozen meal → Andijvie/aardappelen/vlees diepvriesmaaljd                    1819    Composite dishes 

Energy drink Golden Power/Bullit → Energydrink Golden Power/Bullit                               2480    Alc. and non‐alc. drinks 
Energy drink Red Bull sugarfree → Energydrink Red Bull sugarfree                                 2673    Alc. and non‐alc. drinks 
Energy drink Red Bull/Euroshopper/Rodeo → Energydrink Red                                        2672    Alc. and non‐alc. drinks 
Bull/Euroshopper/Rodeo 

                                             F 
Falafel unprepared → Falafel onbereid                                                            2994    Soya prod. and vegetarian foods 
Fat for gravy unprepared Smeltjus → Smeltjus onbereid pakje                                      880     Fats, oils and savoury sauces 
Fatless sponge → Taartbodem van biscuitdeeg                                                      2272    Pastry, cake and biscuits 
Fennel boiled → Venkel gekookt                                                                   967     Vegetables 
Fennel raw → Venkel rauw                                                                         849     Vegetables 
Figs dried → Vijgen gedroogd                                                                     193     Fruit 
Figs fresh → Vijgen vers                                                                         1010    Fruit 
Fish fat > 10 g fat raw → Vis vet >10 g vet gem rauw                                             116     Fish 
Fish fingers fried → Visscks gebakken                                                            814     Fish 
Fish fingers unprepared → Visscks onbereid                                                       815     Fish 
Fish lean 0‐2 g fat raw → Vis mager 0‐2 g vet gem rauw                                           114     Fish 
Fish medium fat > 2‐10 g fat raw → Vis mag vet >2‐10 g vet gem rauw                              115     Fish 
Flan apple and crumble topping → Vlaai appelkruimel‐                                             2776    Pastry, cake and biscuits 
Flan bottom Limburg → Vlaaibodem Limburgse                                                       1917    Pastry, cake and biscuits 
Flan filled with rice pudding → Vlaai rijste‐                                                    489     Pastry, cake and biscuits 
Flan filling tinned → Vlaaivulling blik                                                          749     Fruit 
Flan fruit and crumble topping → Vlaai kruimel‐ m vruchten                                       1478    Pastry, cake and biscuits 
Flan hard shell with custard cream → Vlaai wener bodem m bakkersroom                             2777    Pastry, cake and biscuits 
Flan sponge with custard cream → Vlaai zachte bodem m bakkersroom                                2778    Pastry, cake and biscuits 
Flan with fruit filling → Vlaai vruchten‐                                                        486     Pastry, cake and biscuits 
Flounder prepared in microwave oven → Bot bereid in magnetron z toev                             1620    Fish 
Flour buckwheat → Meel boekweite‐                                                                208     Cereal products 
Flour cassava → Meel cassave‐                                                                    695     Cereal products 
Flour for pancakes → Meel pannenkoek‐                                                            530     Cereal products 
Flour for poffertjes batter mix → Meel poﬀertjesmix                                              531     Cereal products 

                                                                      16 

----------------------- Page 17-----------------------

                                                 English index for NEVO online 2013 

Flour rice → Bloem rijste‐                                                                      80      Cereal products 
Flour rice instant Bambix → Bloem rijste‐ Bambix                                               1023     Cereal products 
Flour rice with vanilla Pyjamapapje → Bloem rijste‐ m vanillesmaak Pyjamapapje                 3133     Cereal products 

Flour rye → Meel rogge‐                                                                         218     Cereal products 
Flour rye 60% extraction → Bloem rogge‐ 60% uitmaling                                           217     Cereal products 
Flour soya defatted → Meel soja‐ ontvet                                                         868     Soya prod. and vegetarian foods 
Flour soya full fat → Meel soja‐ volvet                                                         869     Soya prod. and vegetarian foods 
Flour wheat self‐raising → Meel bak‐ zelfrijzend                                               1020     Cereal products 
Flour wheat white 75% extraction → Bloem tarwe‐ patent                                          220     Cereal products 
Flour wheat wholemeal → Meel volkoren tarwe‐                                                    222     Cereal products 
Foe jung hai filled omelet → Foe yong hai z rijst                                               473     Composite dishes 
Fondant cream → Borstplaat room‐                                                               1507     Sugar, confectionary, sweet prod. 
Forcemeat balls for soup canned → Soepballetjes blik                                            908     Meat, meat products and poultry 
Fried rice Nasi goreng frozen/tinned → Nasi goreng blik/diepvries                               371     Composite dishes 
Fried rice Nasi goreng ready to eat → Nasi goreng koelverse maaljd                             1837     Composite dishes 
Fried rice Nasi goreng w egg → Nasi goreng m ei                                                 471     Composite dishes 
Fromage frais full fat → Kwark volle                                                            307     Milk en milkproducts 
Fromage frais full fat w fruit → Kwark vruchten‐ volle                                         2504     Milk en milkproducts 
Fromage frais half fat → Kwark halfvolle                                                        306     Milk en milkproducts 
Fromage frais half fat w fruit → Kwark vruchten‐ halfvolle                                      917     Milk en milkproducts 
Fromage frais low fat → Kwark magere                                                            305     Milk en milkproducts 
Fromage frais low fat w fruit w sw → Kwark magere m vruchten/vanille m zoetst                  2246     Milk en milkproducts 
Optimel 
Fromage frais low fat with fruit → Kwark vruchten‐ magere                                       931     Milk en milkproducts 
Fromage frais w fruit Danoontje → Kwark vruchten‐ Danoontje                                    2248     Milk en milkproducts 
Fromage frais yoghurt w fruit → Kwarkyoghurt m vruchten                                        2247     Milk en milkproducts 
Fructose powder → Fructosepoeder                                                               1599     Foods for specific dietetic use 
Fruit cocktail in syrup tinned → Fruitcocktail op siroop blik/glas                              183     Fruit 
Fruit dried in brandy → Fruit gedroogd op brandewijn                                           2505     Alc. and non‐alc. drinks 
Fruit drink blackcurrant → Vruchtendrank zwarte bessen                                          387     Alc. and non‐alc. drinks 
Fruit drink conc can Albert Heijn → Siroop vruchtenlimonade‐ blik Albert Heijn                 2389     Alc. and non‐alc. drinks 

Fruit drink conc Roosvicee Ferro → Siroop Roosvicee Fruitkracht Ferro                           498     Alc. and non‐alc. drinks 
Fruit drink conc Roosvicee FruitkracLaxo → Siroop Roosvicee Fruitkracht Laxo                    500     Alc. and non‐alc. drinks 

Fruit drink conc Roosvicee Low Cal → Siroop Roosvicee Fruitkracht Low Cal                       738     Alc. and non‐alc. drinks 
Fruit drink conc Roosvicee Multivit → Siroop Roosvicee Mulvit bosvr/perzik                     1881     Alc. and non‐alc. drinks 

Fruit drink conc w sugar and sw w vitC → Siroop vruchtenlim m suiker en zoetst m vit           2288     Alc. and non‐alc. drinks 
C 
Fruit drink conc w sugar and sweetners → Siroop vruchtenlimonade‐ m suiker en                  2287     Alc. and non‐alc. drinks 
zoetstof 
Fruit drink conc with 10‐15 mg vit C → Siroop vruchtenlimonade‐ m 10‐15 mg vit C               2388     Alc. and non‐alc. drinks 

Fruit drink conc with 15‐20 mg vit C → Siroop vruchtenlimonade‐ m 15‐20 mg vit C               2390     Alc. and non‐alc. drinks 

Fruit drink conc with sweeteners → Siroop limonade‐ m zoetstof                                 1135     Alc. and non‐alc. drinks 
Fruit drink concentrate Karvan Cevitam → Siroop vruchtenlimonade‐ Karvan Cevitam               1810     Alc. and non‐alc. drinks 

Fruit drink concentrate light → Siroop vruchtenlimonade‐ light                                 2289     Alc. and non‐alc. drinks 
Fruit drink concentrate Roosvicee Origin → Siroop Roosvicee Original                            497     Alc. and non‐alc. drinks 
Fruit drink concentrate undiluted → Siroop vruchtenlimonade‐                                    463     Alc. and non‐alc. drinks 
Fruit drink concentrated Vruchtenmix → Siroop vruchtenlimonade‐ Vruchtenmix                    3068     Alc. and non‐alc. drinks 

Fruit drink Coolbest Vitaday light → Vruchtendrank Coolbest Vitaday original light             2841     Alc. and non‐alc. drinks 

                                                                      17 

----------------------- Page 18-----------------------

                                                  English index for NEVO online 2013 

Fruit drink Fruit2day → Fruitdrank Fruit2day                                                     2153     Alc. and non‐alc. drinks 
Fruit drink Multi Vitamientje bosvr → Vruchtendrank Appelsientje Mul Vitamientje                 2146     Alc. and non‐alc. drinks 
bosvr 
Fruit drink Roosvicee 50/50 → Vruchtendrank Roosvicee 50/50                                      2644     Alc. and non‐alc. drinks 
Fruit fresh average excluding citrus → Fruit vers excl citrus‐ gem                                173     Fruit 
Fruit fresh average including citrus → Fruit vers incl citrus‐ gem                               1906     Fruit 
Fruit fresh citrus average → Fruit vers citrus‐ gem                                               172     Fruit 
Fruit in own juice tinned → Vruchten op eigen sap blik/glas                                      1242     Fruit 
Fruit in syrup tinned → Vruchten op siroop gem blik/glas                                          194     Fruit 
Fruit in water tinned → Vruchten op water blik/glas                                              1244     Fruit 
Fruit juice conc with added vit C → Diksap m vit C geconcentreerd                                2291     Alc. and non‐alc. drinks 
Fruit juice concentrated → Diksap geconcentreerd                                                 1655     Alc. and non‐alc. drinks 
Fruit juice dk Coolbest light orange → Vruchtendrank Coolbest light premium orange               2152     Alc. and non‐alc. drinks 

Fruit juice dk minimal 2 fruits → Vruchtendrank 2 of meer vruchten                               1463     Alc. and non‐alc. drinks 
Fruit juice dk minimal 2 fruits w vit C → Vruchtendrank 2 of meer vruchten m vit C               2634     Alc. and non‐alc. drinks 

Fruit juice dk Roosvicee Multivit light → Vruchtendrank Roosvicee Mulvit light                   2637     Alc. and non‐alc. drinks 

Fruit juice dk Roosvicee Original/frdr → Vruchtendrank Roosvicee Original/Fruig                  2481     Alc. and non‐alc. drinks 
Drankje 
Fruit juice dk Surango multivit light → Vruchtendrank mulvit nectar light Surango                2515     Alc. and non‐alc. drinks 

Fruit juice drink 12fruit nectar light → Vruchtendrank mulvit 12vr nectar light                  2490     Alc. and non‐alc. drinks 

Fruit juice drink ACE average → Vruchtendrank ACE gem                                            2483     Alc. and non‐alc. drinks 
Fruit juice drink diary Wicky fruitzacht → Vruchtendrank m zuivel Wicky fruitzacht               2635     Alc. and non‐alc. drinks 
rood fruit 
Fruit juice drink raspberry → Vruchtendrank frambozen                                             399     Alc. and non‐alc. drinks 
Fruit juice drink redcurrent → Vruchtendrank rode bessen                                          385     Alc. and non‐alc. drinks 
Fruit juice drink Roosvicee Multivit → Vruchtendrank Roosvicee Mulvit                            1878     Alc. and non‐alc. drinks 
Fruit juice drink w dairy Wicky peach → Vruchtendrank m zuivel Wicky fruitzacht                  2328     Alc. and non‐alc. drinks 
perzik 
Fruit juicedrink w sweetener 5‐<8g CHO → Vruchtendrank m zoetstof 5‐<8g KH                       2491     Alc. and non‐alc. drinks 

Fruit mixed dried → Tufru gedroogd                                                                192     Fruit 
Fruit mixed dried soaked in water → Tufru gedroogd geweekt                                       2957     Fruit 
Fruitdrink conc sugar and sw 5‐10 g CHO → Siroop vruchtenlim m suiker en zoetst 5‐               2534     Alc. and non‐alc. drinks 
10g KH 
Fruitdrink conc w sugar & sw 10‐15 g CHO → Siroop vruchtenlim m suiker en zoetst 10‐  2831                Alc. and non‐alc. drinks 
15g KH 
Frying fat horeca → Frituurvet horeca                                                            2525     Fats, oils and savoury sauces 
Frying fat liquid <24 g sat fatty acids → Frituurvet vloeibaar <24 g verz vetz                   2068     Fats, oils and savoury sauces 
Frying fat solid >24 g sat <10 g trans → Frituurvet vast >24 g verz vetz <10 g transvetz         2069     Fats, oils and savoury sauces 

                                             G 
Gado gado without rice and without egg → Gado gado z rijst en z ei                                853     Composite dishes 
Gammon boiled deboned → Ham been‐                                                                1777     Meat, meat products and poultry 
Garlic fresh → Knoﬂook vers                                                                       830     Herbs and spices 
Gateau fatless sponge w fruit & cream → Taart vruchten‐ van biscuitdeeg m slagroom                854     Pastry, cake and biscuits 

Gateau with butter‐cream filling → Taart creme au beurre‐                                         256     Pastry, cake and biscuits 
Gateau with whipped cream → Taart slagroom‐                                                       255     Pastry, cake and biscuits 
Gelatin → Gelane                                                                                  439     Cereal products 
Gherkins low sodium → Augurken Na‐                                                               1153     Vegetables 
Gherkins pickled without sugar → Augurken zoetzuur z suiker                                      1160     Vegetables 

                                                                       18 

