Productgroep_oms,Productgroepcode,Productcode,Controlegetal,Product_omschrijving,Fabrikantnaam,Code_nonactief,Hoeveelheid,Meeteenheid,Eetbaar_gedeelte,Vertrouwelijk_code,Commentaarregel,_01001,_01002,_02001,_02002,_02003,_02004,_03001,_03002,_03004,_03006,_03008,_03009,_03010,_03011,_03012,_03013,_03014,_03015,_03016,_03017,_03018,_03019,_03020,_03021,_03022,_03023,_03024,_03025,_03026,_03027,_03028,_03029,_03030,_03031,_03033,_03034,_03035,_03036,_03037,_03038,_03039,_03040,_03041,_03042,_03043,_03044,_03045,_03046,_03047,_03048,_03049,_03052,_03053,_03054,_03055,_03057,_03058,_03059,_03060,_03061,_03062,_03065,_03089,_03090,_03103,_03104,_03105,_03106,_03107,_03108,_03109,_03113,_03114,_03115,_03116,_03131,_03133,_03134,_03135,_03136,_03138,_03139,_03140,_03141,_03142,_04001,_05001,_05002,_05003,_05005,_05006,_05008,_05009,_05010,_05011,_05012,_05013,_05014,_05015,_06001,_07001,_08001,_09001,_09002,_09003,_09004,_09005,_09006,_09007,_09008,_09009,_10001,_10002,_10003,_11001,_11002,_11003,_11005,_11006,_11007,_11008,_11009,_11010,_11011,_11012,_11013,_11014,_11015,_11016,_11017,_11018,_11019,_11020,_11021,_11022,_11023,_11024,_11027,_11028,_11035,_11036,_11038,_12001,_13006,FoodGroup,EnglishName
Vis,22,1613,28,Kabeljauw bereid in magnetron z toev,,N,100,g,1,N,Per 100g,89,378,,21.0,0.0,21.0,0.6,0.5,0.1,0.1,0.2,0.0,,,,0.0,0.0,,0.0,0.0,,,1.0,0.0,,0.3,20.0,2.0,0.6,,0.4,5.9,18.5,0.2,0.4,,,0.0,2.3,0.1,0.0,2.5,13.6,0.0,0.0,0.5,,0.0,0.2,2.1,26.9,1.3,0.0,0.9,,,0.0,0.0,,1.6,0.0,0.0,0.2,,0.0,0.0,0.0,0.0,0.3,0.0,0.0,,,,,,,,,0.0,0.2,0.0,0.00,0.06,0.12,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,76.8,0.0,13,228,0.2,0.0,0.1,141,374,33,0.56,31,0.03,123.3,2,2,0,0.03,0.08,0.144,2.40,1.1,0.7,0,8.5,,2.6,0.7,0.0,0.0,0.0,,1,0,0,0,0,2,8.5,,,,1.3,,Fish,Cod prepared in microwave oven
Vis,22,1614,32,Schelvis bereid in magnetron z toev,,N,100,g,1,N,Per 100g,100,424,,22.3,0.0,22.3,1.2,1.0,0.2,0.3,0.5,0.0,,,,,,,,0.1,,,0.8,0.1,,0.3,14.0,4.2,,,0.4,5.9,14.6,,0.3,,,0.3,1.8,0.3,0.1,2.6,5.9,,0.0,8.0,,0.0,0.5,1.7,35.7,1.7,0.1,0.4,,,,,,9.3,0.0,,0.2,,,,,,,,,,0.1,,,,,,,sp,0.4,0.1,0.00,0.06,0.35,91.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,76.5,0.0,16,179,0.4,0.1,0.3,73,262,25,0.50,57,,322.0,0,0,,0.06,0.12,0.236,2.00,,,,9.0,,4.0,,,,,,,,,,,0,9.0,,,,,,Fish,Haddock prepared in microwave oven
Vis,22,1615,36,Koolvis bereid in magnetron z toev,,N,100,g,1,N,Per 100g,108,459,,24.5,0.0,24.5,1.1,0.9,0.3,0.2,0.5,0.0,,,,0.0,0.0,,,0.0,,,1.1,0.0,,0.2,19.3,1.7,,,0.2,5.8,12.7,,0.3,,,0.0,3.2,0.4,0.1,1.4,10.4,,0.0,5.2,,0.0,0.0,1.0,34.8,1.0,0.1,0.4,,,,,,3.2,0.0,,0.6,,,,,,,,,,,,,,,,,0.0,0.4,0.0,0.00,0.10,0.33,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,73.3,0.0,15,383,0.5,0.1,0.4,134,690,48,0.71,32,0.06,308.3,6,6,0,0.06,0.16,0.244,4.44,0.6,1.2,0,19.6,,3.4,1.2,0.0,0.0,0.0,,0,1,0,0,0,6,19.6,,,,1.8,,Fish,Pollack prepared in microwave oven
Vis,22,1616,40,Wijting bereid in magnetron z toev,,N,100,g,1,N,Per 100g,101,428,,22.1,0.0,22.1,1.4,1.1,0.3,0.2,0.7,0.0,,,,0.0,0.0,,,0.0,,,0.8,0.0,,0.3,18.5,1.9,,,0.3,5.5,12.0,,0.3,,,0.0,1.6,0.2,0.0,2.9,11.0,,0.0,0.9,,0.0,0.0,1.4,40.9,0.9,0.0,0.3,,,,,,4.8,0.0,,0.4,,,,,,,,,,,,,,,,,0.0,0.6,0.0,0.00,0.13,0.47,91.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,76.5,0.0,16,179,0.5,0.1,0.4,110,262,25,0.50,48,0.01,108.0,24,24,,0.06,0.12,0.236,2.00,sp,,sp,12.0,,4.0,,,,,,,,,,,24,12.0,,,,,,Fish,Whiting prepared in microwave oven
Vis,22,1617,44,Schol bereid in magnetron z toev,,N,100,g,1,N,Per 100g,140,591,,29.0,0.0,29.0,2.6,2.4,0.6,0.8,0.8,0.0,,,,0.0,0.0,,0.0,0.0,,,4.4,0.1,,0.7,16.3,12.8,0.7,,0.5,4.2,15.8,0.6,1.9,,,0.1,4.1,0.7,0.1,1.9,11.1,0.0,0.0,0.9,,0.0,0.9,3.8,11.0,1.9,0.0,0.3,,,0.0,0.0,,8.9,0.1,0.0,1.9,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,,,0.0,0.7,0.1,0.05,0.26,0.26,98.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,68.4,0.0,16,179,0.5,0.1,0.4,110,262,22,,42,0.02,35.0,8,8,,0.06,0.12,0.150,1.00,sp,0.9,2,11.0,,4.0,0.9,0.0,0.0,0.0,,,,,,,8,11.0,,,,,,Fish,Plaice prepared in microwave oven
Vis,22,1618,48,Schar/tongschar bereid in magnetron z toev,,N,100,g,1,N,Per 100g,119,504,,23.9,0.0,23.9,2.6,2.2,0.6,0.7,0.9,0.0,,,,0.0,0.0,,,0.0,,,3.5,0.1,,0.7,17.7,10.5,,,0.5,3.7,17.5,,0.6,,,0.0,3.7,0.5,0.0,3.4,12.4,,0.0,1.3,,0.0,1.1,4.3,16.0,1.0,0.0,0.4,,,,,,8.3,0.0,,1.2,,,,,,,,,,,,,,,,,0.0,0.7,0.1,0.01,0.27,0.35,98.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,73.5,0.0,16,179,0.7,0.2,0.5,110,262,,,,,30.0,14,14,,0.06,0.12,0.150,1.80,,,2,8.0,,4.0,,,,,,,,,,,14,8.0,,,,,,Fish,Dab/lemon dab prep in microwave oven
Vis,22,1619,52,Tong bereid in magnetron z toev,,N,100,g,1,N,Per 100g,116,492,,24.5,0.0,24.5,2.1,1.7,0.5,0.5,0.5,0.0,,,,0.0,0.0,,,0.0,,,3.3,0.2,,0.7,19.4,9.5,,,0.6,4.7,17.2,,0.3,,,0.1,3.0,0.2,0.0,2.7,8.5,,0.0,0.2,,0.0,1.6,7.4,9.6,1.0,,0.0,,,,,,7.9,0.0,,0.6,,,,,,,,,,,,,,,,,0.0,0.4,0.1,0.01,0.14,0.16,92.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,73.5,0.0,16,179,0.4,0.1,0.3,120,262,25,0.46,51,0.02,16.0,30,30,,0.06,0.12,0.150,1.00,8.0,0.8,2,11.0,,4.0,,,,,,,,,,,30,11.0,,,,,,Fish,Sole prepared in microwave oven
Vis,22,1620,19,Bot bereid in magnetron z toev,,N,100,g,1,N,Per 100g,106,446,,21.9,0.0,21.9,2.0,1.8,0.6,0.7,0.5,0.0,,,,,,,,0.4,,,2.8,0.1,,0.9,22.1,12.0,,,0.5,5.0,22.5,,0.4,,,0.2,7.0,0.4,0.0,3.4,10.2,,0.0,0.0,,0.0,0.8,2.9,6.1,1.1,0.0,0.2,,,,,,10.8,0.0,,0.5,,,,,,,,,,0.5,,,,,,,0.0,0.4,0.1,0.01,0.18,0.11,92.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,76.1,0.0,16,179,0.7,0.2,0.5,120,262,25,0.60,32,0.04,31.0,13,13,,0.06,0.12,0.150,1.00,sp,0.5,2,11.0,,4.0,,,,,,,,,,,13,11.0,,,,,,Fish,Flounder prepared in microwave oven
Vis,22,1621,23,Poon bereid in magnetron z toev,,N,100,g,1,N,Per 100g,171,718,,26.1,0.0,26.1,7.4,6.1,1.8,2.3,1.9,0.1,,,,,,,,0.1,,,3.4,0.3,,0.4,19.5,8.9,,,0.4,5.6,24.8,,0.5,,,0.2,2.5,0.2,0.1,1.8,7.6,,0.1,1.4,,0.0,0.4,2.8,16.7,0.9,0.1,0.4,,,,,,6.2,0.0,,0.9,,,,,,,,,,0.1,,,,,,,0.0,1.7,0.2,0.03,0.46,1.01,95.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,66.5,0.0,20,350,0.5,0.1,0.4,52,450,,,,,,14,14,1,0.03,0.09,,2.00,9.4,,1,21.6,,3.1,,,,,,0,,,0,,14,21.6,,,,,,Fish,Gurnard prepared in microwave oven
Vis,22,1622,27,Baars rood- bereid in magnetron z toev,,N,100,g,1,N,Per 100g,128,538,,22.3,0.0,22.3,4.3,3.8,1.1,1.7,1.1,0.1,,,,0.0,0.0,,,0.0,,,5.6,0.2,,0.5,18.9,6.7,,,0.2,3.0,20.2,,0.9,,,0.0,7.6,0.3,0.2,0.9,9.5,,0.0,8.4,,0.0,0.0,0.9,12.1,1.9,0.0,0.6,,,,,,4.6,0.0,,1.5,,,,,,,,,,,,,,,,,0.0,1.0,0.1,0.03,0.36,0.46,70.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,73.4,0.0,34,300,0.3,0.1,0.2,347,226,27,0.35,,,3.7,15,15,0,0.05,0.06,0.084,1.72,1.4,0.9,0,10.0,,,,,,,,0,,,0,,15,10.0,,,,,,Fish,Ocean perch prepared in microwave oven
Vis,22,1623,31,Zeewolf bereid in magnetron z toev,,N,100,g,1,N,Per 100g,127,536,,25.2,0.0,25.2,2.9,2.6,0.6,1.1,0.9,0.0,,,,0.0,0.0,,,0.0,,,2.9,0.0,,0.5,13.9,10.8,,,0.4,3.9,22.6,,0.0,,,0.0,8.1,1.0,0.0,4.5,14.5,,0.3,0.7,,0.0,0.6,2.8,10.7,1.1,0.0,0.0,,,,,,4.1,0.0,,0.7,,,,,,,,,,,,,,,,,0.0,0.7,0.2,0.00,0.37,0.28,70.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,71.9,0.0,18,240,0.6,0.0,0.6,142,320,36,0.90,,0.07,120.0,15,15,,0.23,0.09,0.460,3.00,0.7,2.8,sp,1.0,,2.7,,,,,,,,,,,15,1.0,,,,,,Fish,Wolf fish prepared in microwave oven
Vis,22,1624,35,Paling bereid in magnetron z toev,,N,100,g,1,N,Per 100g,166,690,,14.0,0.0,14.0,12.2,11.2,3.3,5.7,2.2,0.3,,,,0.0,0.0,,,0.3,,,4.8,1.4,,0.4,18.3,10.2,,,0.6,4.6,37.3,,2.6,,,0.2,2.0,0.5,0.4,1.5,3.9,,0.0,0.1,,0.0,0.7,3.3,3.9,2.7,0.0,0.1,,,,,,9.1,0.1,,0.3,,,,,,,,,,,,,,,,,0.0,1.6,0.6,0.29,0.44,0.44,163.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,72.0,0.0,20,200,1.0,0.3,0.7,60,250,19,1.75,30,0.05,3.8,1800,1800,0,0.10,0.35,0.170,4.00,4.9,4.1,2,12.0,,1.4,,,,,,,,,,,1800,12.0,,,,,,Fish,Eel prepared in microwave oven
Vis,22,1625,39,Paling zee- bereid in magnetron z toev,,N,100,g,1,N,Per 100g,199,832,,24.3,0.0,24.3,11.4,10.4,2.4,4.3,3.7,0.2,,,,0.0,0.0,,,0.0,,,1.8,0.0,,0.3,18.0,4.9,,,0.4,2.8,21.3,,0.8,,,0.1,8.6,0.5,0.2,2.5,7.4,,0.0,5.8,,0.0,0.4,2.7,17.9,1.9,0.0,0.3,,,,,,7.8,0.4,,1.1,,,,,,,,,,,,,,,,,0.0,3.1,0.6,0.08,0.77,1.87,82.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,64.4,0.0,20,200,1.0,0.3,0.7,60,250,19,1.75,30,0.05,3.8,1043,1043,,0.10,0.35,0.170,4.00,4.9,4.1,2,9.0,,1.4,,,,,,,,,,,1043,9.0,,,,,,Fish,Sea eel/conger prep in microwave oven
Vis,22,1627,47,Kuit/hom gebakken,,N,100,g,1,N,Per 100g,262,1087,,13.9,0.0,13.9,21.2,19.7,2.9,9.2,7.0,,,,,,,,,0.1,,,0.9,,,0.1,10.1,,,,0.1,2.5,,,5.3,,,0.4,,0.1,0.0,0.3,2.7,,0.4,,,0.0,0.0,0.4,5.4,,0.1,,,21.1,,,,3.5,0.0,,0.4,,,,,,,,,,0.1,,,,,,,0.6,2.8,0.1,1.04,0.53,1.06,609.0,3.9,sp,,,,,,3.9,0.0,,,,,0.2,43.6,0.0,,,1.0,0.0,1.0,2120,,,,,,59.0,75,75,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,Fish,Soft/hard roe fried
Vis,22,1628,51,Kuit/hom van bokking,,N,100,g,1,N,Per 100g,155,650,,24.5,0.0,24.5,6.3,5.9,2.2,2.5,1.2,0.1,,,,,,,,0.3,,,7.0,,,0.7,23.0,,,,0.6,3.0,,,0.7,,,0.0,,0.2,0.0,0.6,5.8,,0.0,,,0.0,0.0,0.9,9.3,1.5,0.0,,,,,,,13.3,0.0,,0.9,,,,,,,,,,2.8,,,,,,,0.0,1.0,0.1,0.04,0.34,0.54,539.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,69.2,0.0,,,,,,2120,,,,,,125.5,5,5,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Fish,Soft/hard roe from fat bloater
Vis,22,1629,55,Kuit vis- gekleurd glas,,N,100,g,1,N,Per 100g,126,527,,19.0,0.0,19.0,5.5,5.1,2.1,2.6,0.4,0.1,,,,,,,,0.1,,,3.1,0.1,,0.1,28.8,4.3,,,0.6,8.2,38.1,,0.2,,,0.3,5.9,0.2,0.0,0.1,2.7,,0.3,1.9,,0.0,0.0,0.3,2.6,1.0,0.1,0.4,,,,,,16.2,0.1,,0.3,,,,,,,,,,0.3,,,,,,,0.0,0.3,0.1,0.01,0.14,0.13,318.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,75.5,0.0,,,,,,2120,,,,,,59.0,5,5,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,Fish,Spawn/hard roe coloured
Vis,22,1630,22,Mosselen in zuur glas,,N,100,g,1,N,Per 100g. na uitlekken,105,444,,17.2,0.0,17.2,3.1,2.8,1.0,0.9,0.9,0.0,,,,,,,,0.1,,,3.3,0.1,,1.1,23.3,10.9,,,1.6,4.9,7.7,,0.9,,,0.1,10.2,0.5,0.0,3.2,14.0,,0.0,4.7,,0.0,0.3,1.0,9.3,0.9,0.0,0.0,,,,,,17.4,0.2,,1.3,,,,,,,,,,0.1,,,,,,,0.0,0.7,0.1,0.02,0.39,0.26,80.0,2.2,0.0,,,,,,2.2,0.0,,,,,0.0,75.0,0.0,67,231,3.9,1.0,3.0,370,100,63,2.20,49,0.17,197.0,124,124,,0.00,0.24,0.060,22.00,sp,2.1,0,37.0,,1.6,,,,,,,,,,,124,37.0,,,,1.8,,Fish,Mussels pickled
Vis,22,1631,26,Garnalen in water blik,,N,100,g,1,N,Per 100g. na uitlekken,115,485,,24.3,0.0,24.3,1.9,1.6,0.6,0.3,0.7,0.0,,,,,,,,0.1,,,2.2,0.4,,2.3,17.4,6.0,,,3.2,10.9,11.5,,0.5,,,0.3,1.0,0.8,0.0,11.2,11.8,,0.0,1.3,,0.0,1.1,1.6,13.4,1.7,0.2,0.1,,,,,,12.8,0.2,,0.3,,,,,,,,,,0.3,,,,,,,0.0,0.4,0.2,0.01,0.18,0.21,250.0,0.1,0.1,,,,,,0.0,0.0,,,,,0.0,73.8,0.0,134,139,0.2,0.1,0.2,647,142,35,1.80,31,0.71,14.0,0,0,,0.02,0.33,0.042,16.78,sp,0.6,0,15.0,,1.3,,,,,,,,,,,0,15.0,,,,,,Fish,Shrimps in water tinned
Vis,22,1632,30,Inktvis pijl- bereid in magnetron z toev,,N,100,g,1,N,Per 100g,146,613,,25.8,0.0,25.8,4.7,3.1,1.1,0.3,1.7,0.0,,,,,,,,0.1,,,2.9,0.1,,0.5,25.5,0.8,,,0.6,4.6,4.7,,0.1,,,0.0,4.2,0.2,0.1,1.7,16.2,,0.0,0.2,,0.0,0.0,0.5,36.3,0.4,0.1,0.0,,,,,,3.1,0.0,,0.1,,,,,,,,,,0.1,,,,,,,0.0,1.7,0.1,0.00,0.50,1.13,225.0,0.0,0.0,,,,,,0.0,0.0,,,,,0.0,69.5,0.0,25,372,1.0,0.2,0.8,165,549,55,2.20,,,20.0,27,27,0,0.16,0.20,,5.30,0.0,,0,14.0,,,,,,,,,,,,,27,14.0,,,,,,Fish,Squid prepared in microwave oven
"Vlees, vleeswaren en gevogelte",23,1633,34,Kip m vel bereid,,N,100,g,1,N,"Per 100g. hele kip en kipdelen gebraden met margarine, gegrild, gebarbecued",230,959,,25.8,0.0,25.8,14.1,12.1,5.0,3.5,2.9,2.6,,,,,0.0,,0.0,0.5,,,6.3,,,0.2,21.9,1.7,0.6,,0.3,9.0,25.5,7.1,2.1,,,1.4,0.3,0.0,,0.0,0.0,0.0,0.6,0.0,,,0.0,0.0,0.0,20.6,0.0,0.0,,,0.5,0.0,,1.6,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.3,0.3,2.6,0.25,0.00,0.00,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,57.2,0.0,13,209,1.3,0.3,0.9,99,306,25,2.13,,,7.0,,,,0.06,0.21,0.272,0.29,,,0,9.0,,,,,,,,,,,,,,9.0,,,,,,"Meat, meat products and poultry",Chicken with skin prepared
"Vlees, vleeswaren en gevogelte",23,1634,38,Kipfilet rauw,,N,100,g,1,N,Per 100g,110,464,3.7,23.3,0.0,23.3,1.8,1.5,0.5,0.5,0.4,0.3,,0.0,0.0,0.6,0.1,,,0.1,,,0.9,0.1,0.0,2.1,21.2,2.8,,,1.4,7.8,31.8,1.0,1.6,,,0.0,0.3,0.4,0.1,2.1,0.3,,0.0,0.0,,0.0,0.4,,1.0,20.4,0.0,,,,0.1,0.5,,2.9,,,0.0,,,,0.1,,,,,0.2,,0.0,,,,,,0.0,0.0,0.4,0.02,0.00,0.02,70.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,74.1,0.0,6,219,0.6,0.2,0.4,53,351,30,0.65,18,0.15,6.0,30,30,,0.08,0.03,0.666,0.20,2.5,0.6,0,8.0,,11.4,,,,,,,,,,,30,8.0,,,,1.2,,"Meat, meat products and poultry",Chicken fillet raw
"Vlees, vleeswaren en gevogelte",23,1635,42,Kip z vel bereid,,N,100,g,1,N,"Per 100g. hele kip en kipdelen gebraden met margarine, gegrild, gebarbecued",183,769,,27.6,0.0,27.6,8.1,7.3,3.1,2.1,1.8,1.7,,,,,0.0,,0.0,0.5,,,6.3,,,0.2,21.9,1.7,0.6,,0.3,9.0,25.5,7.1,2.1,,,1.4,0.3,0.0,,0.0,0.0,0.0,0.6,0.0,,,0.0,0.0,0.0,20.6,0.0,0.0,,,0.5,0.0,,1.6,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.2,0.2,1.7,0.15,0.00,0.00,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,0.0,60.1,0.0,7,205,1.3,0.3,0.9,92,322,25,2.26,,,6.0,,,,0.06,0.22,0.300,0.29,,0.5,0,7.9,,,0.4,0.0,0.6,0.9,,,,,,,,7.9,,,,,,"Meat, meat products and poultry",Chicken without skin prepared
Preparaten,17,1636,46,Nutrilon AR 1 poeder,Nutricia,N,100,g,1,N,Per 100g,504,2106,1.9,12.1,0.4,11.7,26.4,25.1,10.9,10.0,4.3,3.5,,,0.8,1.6,1.5,,,9.8,,,5.1,,,,18.5,0.4,,,,4.7,35.0,,2.0,,,0.3,0.1,,,,,,0.3,0.0,,,,,,18.9,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.7,3.5,0.65,,0.05,,52.9,46.4,0.2,0.0,43.4,0.8,0.0,6.5,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,569,322,5.1,0.0,5.1,164,594,43,4.40,10,0.30,101.0,416,443,161,0.39,0.74,0.319,1.30,9.0,5.5,62,sp,71.0,3.3,5.7,,,,,,,,,,429,120.7,,,,,,Foods for specific dietetic use,Mwmf Nutrilon AR 1 powder
Preparaten,17,1637,50,Nutrilon Pepti 1 p 100 ml,Nutricia,N,100,ml,1,N,"Per 100ml. bevat 0,01 g overige koolhydraten",68,282,0.3,1.6,0.0,1.6,3.6,3.5,1.5,1.4,0.5,0.4,,0.0,0.1,1.4,1.2,,,9.2,,,4.1,,,,18.9,0.3,,,,3.6,45.5,,2.2,,,0.4,0.5,,,,,,0.3,0.1,,,,,,11.7,,0.1,,,,,,0.3,0.1,,,,,,,,,,,,,,,,,,,,0.1,0.4,0.07,,,0.0,6.8,3.3,0.3,0.0,2.8,0.2,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.8,87.6,0.0,51,26,0.5,0.0,0.5,21,74,5,0.50,1,0.04,10.0,58,62,27,0.04,0.10,0.040,0.18,1.5,0.8,8,sp,9.6,0.7,0.8,,,,,,,,,,60,16.3,,,,,,Foods for specific dietetic use,Mwmf Nutrilon Pepti 1 per 100 ml
Preparaten,17,1638,54,Nutrilon Pepti 1 poeder,Nutricia,N,100,g,1,N,Per 100g,497,2076,1.9,11.6,0.0,11.6,25.6,24.6,10.9,9.6,4.1,3.4,,0.0,0.1,1.4,1.2,,,9.2,,,4.1,,,,18.9,0.3,,,,3.6,45.5,,2.2,,,0.4,0.5,,,,,,0.3,0.1,,,,,,11.7,,0.1,,,,,,0.3,0.1,,,,,,,,,,,,,,,,,,,,0.7,3.4,0.62,,0.05,0.0,52.0,25.5,2.2,0.0,21.1,1.4,0.0,26.5,0.0,0.0,0.0,0.0,0.0,5.9,3.0,0.0,345,189,3.9,0.0,3.9,150,554,37,3.70,9,0.29,88.0,388,421,198,0.37,0.73,0.294,1.30,9.4,6.2,61,sp,66.0,3.2,6.7,,,,,,,,,,404,112.2,,,,,,Foods for specific dietetic use,Mwmf Nutrilon Pepti 1 powder
"Vlees, vleeswaren en gevogelte",23,1641,29,Kiprollade bereid,,N,100,g,1,N,Per 100g. gem van 3 merken en gekocht bij poelier; bereid met margarine,166,696,,24.0,0.0,24.0,7.0,6.0,2.5,1.8,1.5,1.3,,,,,0.0,,0.0,0.5,,,6.3,,,0.2,21.9,1.7,0.6,,0.3,9.0,25.5,7.1,2.1,,,1.4,0.3,0.0,,0.0,0.0,0.0,0.6,0.0,,,0.0,0.0,0.0,20.6,0.0,0.0,,,0.5,0.0,,1.6,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.1,0.1,1.3,0.13,0.00,0.00,,1.7,0.0,,,,,,1.7,0.0,0.0,0.0,,,0.0,68.3,0.0,,186,0.7,0.2,0.5,673,255,24,1.77,,,6.0,,,,0.07,0.10,0.421,0.29,,,,7.9,,,,,,,,,,,,,,7.9,,,,,,"Meat, meat products and poultry",Chicken rolled prepared
"Vlees, vleeswaren en gevogelte",23,1642,33,Kiprollade rauw,,N,100,g,1,N,Per 100g,175,732,,20.6,0.0,20.6,10.3,8.6,2.9,3.0,2.3,1.8,,0.0,0.0,0.6,0.1,,,0.1,,,0.9,0.1,0.0,2.1,21.2,2.8,,,1.4,7.8,31.8,1.0,1.6,,,0.0,0.3,0.4,0.1,2.1,0.3,,0.0,0.0,,0.0,0.4,,1.0,20.4,0.0,,,,0.1,0.5,,2.9,,,0.0,,,,0.1,,,,,0.2,,0.0,,,,,,0.1,0.3,2.0,0.13,0.02,0.09,20.0,0.2,0.0,,,,,,0.2,0.0,0.0,0.0,,,0.0,67.6,0.0,10,222,0.6,0.2,0.3,457,344,24,0.91,18,0.03,6.0,16,16,0,0.08,0.05,0.461,0.20,0.4,0.6,0,11.0,,7.8,0.6,0.0,0.4,0.1,,,,,,,16,11.0,,,,,,"Meat, meat products and poultry",Chicken rolled raw
"Vlees, vleeswaren en gevogelte",23,1643,37,Kipnuggets bereid in oven,,N,100,g,1,N,Per 100g. 3 merken kipnuggets,259,1083,,14.4,0.0,14.4,13.7,12.9,5.1,4.6,1.9,1.8,,,,0.0,0.0,,,0.1,,,0.8,0.0,0.0,0.0,32.1,0.0,0.1,,0.1,5.9,35.4,9.6,0.2,0.2,,0.4,0.2,,,,,,0.2,0.0,,,,,,14.1,0.1,0.0,,,,,,4.0,0.2,0.1,,,,,,,,,,0.0,,0.0,,0.0,,,,1.3,0.0,1.8,0.03,0.00,0.00,,18.4,2.0,,,,,,16.4,0.0,,,,,2.5,54.3,0.0,25,171,0.9,0.1,0.8,550,304,25,0.74,,,6.0,14,14,,0.08,0.06,0.238,0.29,0.3,1.3,0,9.0,,,,,,,,,,,,,14,9.0,,,,,,"Meat, meat products and poultry",Chicken nuggets prepared in oven
"Vlees, vleeswaren en gevogelte",23,1644,41,Kipnuggets bereid in frituurvet,,N,100,g,1,N,Per 100g. 3 merken kipnuggets,272,1136,,17.5,0.0,17.5,17.1,16.1,6.4,5.7,2.4,2.3,,,,0.0,0.0,,,0.1,,,0.8,0.0,0.0,0.0,32.1,0.0,0.1,,0.1,5.9,35.4,9.6,0.2,0.2,,0.4,0.2,,,,,,0.2,0.0,,,,,,14.1,0.1,0.0,,,,,,4.0,0.2,0.1,,,,,,,,,,0.0,,0.0,,0.0,,,,1.6,0.0,2.3,0.03,0.00,0.00,,12.2,0.0,,,,,,12.2,0.0,0.0,0.0,,,0.0,50.2,0.0,25,165,0.8,0.1,0.6,474,231,23,0.73,,,6.0,14,14,,0.07,0.06,0.359,0.29,0.3,1.3,0,9.0,,,,,,,,,,,,,14,9.0,,,,,,"Meat, meat products and poultry",Chicken nuggets prepared in frying fat
"Vlees, vleeswaren en gevogelte",23,1645,45,Kipburger gepaneerd bereid,,N,100,g,1,N,Per 100g. 3 merken kipburgers gebraden in margarine,307,1275,,14.5,0.0,14.5,23.2,21.6,8.8,6.3,5.0,4.0,,0.0,0.0,0.0,0.0,,,0.2,,0.0,1.5,0.0,,0.4,15.5,1.4,,,0.5,8.8,34.8,7.8,2.6,0.5,,1.2,1.0,0.0,0.0,0.6,,,0.7,0.0,,,,,,14.7,0.0,,,0.0,,,,3.6,,0.2,,,,,,,,,,,,0.2,,,,,,0.6,0.6,3.3,0.56,0.00,0.00,,9.9,0.0,,,,,,9.9,0.0,0.0,0.0,,,0.0,46.1,0.0,,159,1.2,0.3,0.9,756,248,19,1.20,,,6.0,,,,0.08,0.10,0.191,0.29,,,,9.0,,,,,,,,,,,,,,9.0,,,,,,"Meat, meat products and poultry",Chicken burger breaded prepared
