Productgroep_oms,Productgroepcode,Productcode,Controlegetal,Product_omschrijving,Fabrikantnaam,Code_nonactief,Hoeveelheid,Meeteenheid,Eetbaar_gedeelte,Vertrouwelijk_code,Commentaarregel,_01001,_01002,_02001,_02002,_02003,_02004,_03001,_03002,_03004,_03006,_03008,_03009,_03010,_03011,_03012,_03013,_03014,_03015,_03016,_03017,_03018,_03019,_03020,_03021,_03022,_03023,_03024,_03025,_03026,_03027,_03028,_03029,_03030,_03031,_03033,_03034,_03035,_03036,_03037,_03038,_03039,_03040,_03041,_03042,_03043,_03044,_03045,_03046,_03047,_03048,_03049,_03052,_03053,_03054,_03055,_03057,_03058,_03059,_03060,_03061,_03062,_03065,_03089,_03090,_03103,_03104,_03105,_03106,_03107,_03108,_03109,_03113,_03114,_03115,_03116,_03131,_03133,_03134,_03135,_03136,_03138,_03139,_03140,_03141,_03142,_04001,_05001,_05002,_05003,_05005,_05006,_05008,_05009,_05010,_05011,_05012,_05013,_05014,_05015,_06001,_07001,_08001,_09001,_09002,_09003,_09004,_09005,_09006,_09007,_09008,_09009,_10001,_10002,_10003,_11001,_11002,_11003,_11005,_11006,_11007,_11008,_11009,_11010,_11011,_11012,_11013,_11014,_11015,_11016,_11017,_11018,_11019,_11020,_11021,_11022,_11023,_11024,_11027,_11028,_11035,_11036,_11038,_12001,_13006,FoodGroup,EnglishName
Aardappelen,1,1,4,Aardappelen rauw,,N,100,g,1,N,Per 100g,88,371,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,19.0,1.0,,,,,,18.0,0.0,,,,,1.8,77.0,0.0,6,60,0.5,0.0,0.5,2,450,22,0.37,1,0.09,2.5,0,1,5,0.12,0.04,0.300,0.00,0.0,,14,23.0,,,,,,,,0,100,16,3,0,1,23.0,,,,,,Potatoes,Potatoes raw
Aardappelen,1,2,8,Aardappelen nieuwe rauw,,N,100,g,1,N,Per 100g,88,371,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,19.0,1.0,,,,,,18.0,0.0,,,,,1.8,77.0,0.0,6,60,0.5,0.0,0.5,2,450,14,0.20,1,0.09,2.5,0,0,3,0.12,0.04,0.300,0.00,0.0,0.1,25,23.0,,1.2,,,,,,0,13,4,0,0,0,23.0,,,,,,Potatoes,Potatoes new raw
Aardappelen,1,3,12,Aardappelen oude rauw,,N,100,g,1,N,Per 100g,88,371,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,19.0,1.0,,,,,,18.0,0.0,,,,,1.8,77.0,0.0,6,60,0.5,0.0,0.5,2,450,17,0.30,1,0.08,2.5,0,1,8,0.12,0.04,0.220,0.00,0.0,0.1,5,23.0,,1.2,,,,,,sp,60,,,0,1,23.0,,,,,,Potatoes,Potatoes old raw
Graanproducten en bindmiddelen,8,4,16,Pasta witte rauw,,N,100,g,1,N,Per 100g,359,1524,,12.0,12.0,0.0,1.5,1.0,0.2,0.2,0.6,0.6,,,,,0.1,,0.0,0.0,,,0.0,,,0.0,18.8,0.0,0.0,,0.0,0.7,15.2,0.0,4.3,,,0.7,0.3,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,60.2,0.0,0.0,,,0.0,0.0,,3.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.6,0.04,0.00,0.00,0.0,73.0,1.0,,,,,,71.7,0.0,,,,,3.0,10.0,0.0,15,125,2.0,0.0,2.0,2,100,53,1.50,20,0.30,0.6,0,0,0,0.10,0.06,0.080,0.00,0.0,sp,0,25.0,,2.0,,,,,,,,,,,0,25.0,,,,,,Cereal products,Pasta white raw
Graanproducten en bindmiddelen,8,5,20,Rijst witte rauw,,N,100,g,1,N,Per 100g,352,1492,,7.0,7.0,0.0,1.0,0.9,0.2,0.3,0.4,0.4,,0.0,0.0,0.0,0.0,,,0.0,,,sp,0.0,,0.0,24.4,sp,,,0.0,2.4,30.5,,,,,sp,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,42.7,0.0,,,,,,,,,,0.0,,,,,,,,,sp,,0.0,,,,,,0.0,0.0,0.4,0.00,0.00,0.00,0.0,78.0,0.0,,,,,,78.0,0.0,,,,,1.3,13.0,0.0,10,100,0.4,0.0,0.4,2,100,13,1.80,13,0.37,2.2,0,0,0,0.04,0.03,0.120,0.00,0.0,0.1,0,20.0,,1.0,,,,,,,,,,,0,20.0,,,,,,Cereal products,Rice white raw
Groenten,9,7,28,Andijvie rauw,,N,100,g,1,N,Per 100g,17,71,,1.3,1.3,0.0,0.4,0.3,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,29.3,0.0,0.0,0.0,0.0,1.4,2.9,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.00,0.00,0.0,1.2,1.2,0.5,0.7,0.0,0.0,0.0,0.0,0.0,,,,,1.8,95.3,0.0,54,36,1.2,0.0,1.2,22,253,11,0.55,1,0.05,6.4,0,130,779,0.04,0.06,0.057,0.00,0.0,0.3,1,35.2,,0.4,0.3,0.0,0.4,0.0,,0,1183,0,0,0,65,35.2,231.0,231.0,,0.6,,Vegetables,Endive raw
Groenten,9,8,32,Andijvie gekookt,,N,100,g,1,N,Per 100g,23,95,,1.4,1.4,0.0,0.5,0.3,0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,29.3,0.0,0.0,0.0,0.0,1.4,2.9,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.03,0.00,0.00,0.0,2.3,1.6,0.6,0.9,0.0,0.0,0.1,0.8,0.0,,,,,1.7,93.5,0.0,60,25,0.5,0.0,0.5,5,163,9,0.27,0,0.06,6.4,0,378,2240,0.05,0.06,0.081,0.00,0.0,0.8,1,45.0,,0.5,0.6,0.0,1.2,0.0,,8,2926,6,39,26,188,45.0,337.0,337.0,,0.7,,Vegetables,Endive boiled
Groenten,9,9,36,Asperges rauw,,N,100,g,1,N,Per 100g,19,82,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,3.0,1.0,,,,,,2.0,0.0,,,,,1.7,94.0,0.0,20,60,1.0,0.0,1.0,1,200,20,0.50,1,0.08,0.2,0,0,1,0.10,0.07,0.030,0.00,0.0,1.2,30,56.0,,0.6,,,,,,1,25,0,0,0,0,56.0,41.6,41.6,,,,Vegetables,Asparagus raw
Groenten,9,10,3,Aubergine rauw,,N,100,g,1,N,Per 100g,20,84,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,3.0,3.0,,,,,,0.0,0.0,,,,,2.0,93.0,0.0,10,12,0.5,0.0,0.5,2,200,11,0.20,0,0.01,1.0,0,12,40,0.04,0.05,0.070,0.00,0.0,0.0,10,18.0,,0.6,,,,,,60,,,0,,6,18.0,6.1,6.1,,,,Vegetables,Aubergine raw
Groenten,9,11,7,Aubergine gekookt,,N,100,g,1,N,Per 100g,21,88,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,3.0,3.0,,,,,,0.0,0.0,,,,,2.5,93.0,0.0,10,12,0.5,0.0,0.5,10,200,8,0.10,1,0.01,1.2,0,13,43,0.04,0.05,0.060,0.00,0.0,0.0,4,5.0,,0.6,,,,,,65,,,0,,6,5.0,6.1,6.1,,,,Vegetables,Aubergine boiled
Groenten,9,12,11,Bieten rauw,,N,100,g,1,N,Per 100g,38,159,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,6.0,6.0,,,,,,0.0,0.0,,,,,2.9,89.0,0.0,10,40,0.4,0.0,0.4,70,400,14,0.40,0,0.02,0.5,0,2,9,0.05,0.05,0.045,0.00,0.0,0.1,2,19.0,,0.1,,,,,,7,0,40,,26,1,19.0,0.2,0.2,,,,Vegetables,Beetroot raw
Groenten,9,13,15,Selderij bleek- gekookt,,N,100,g,1,N,Per 100g,14,60,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,2.0,1.0,,,,,,1.0,0.0,,,,,1.1,92.0,0.0,80,40,0.5,0.0,0.5,60,320,4,0.10,3,0.01,1.1,0,484,2900,0.08,0.15,0.060,0.00,0.0,0.2,10,10.0,,0.8,,,,,,0,7200,,,0,241,10.0,37.8,37.8,,,,Vegetables,Celery boiled
Groenten,9,14,19,Kool bloem- rauw,,N,100,g,1,N,Per 100g,25,106,,1.9,1.9,0.0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.0,2.2,8.2,0.0,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.08,0.00,0.00,0.0,2.9,2.4,1.1,1.1,0.0,0.0,0.2,0.5,0.0,,,,,2.2,91.8,0.0,28,48,0.3,0.0,0.3,8,296,12,0.37,0,0.03,2.5,0,0,1,0.04,0.06,0.132,0.00,0.0,0.0,25,67.1,,0.5,0.0,0.0,0.1,0.0,,0,1,0,0,0,0,67.1,31.0,31.0,,0.9,,Vegetables,Cauliflower raw
Groenten,9,15,23,Kool bloem- gekookt,,N,100,g,1,N,Per 100g,23,95,,1.8,1.8,0.0,0.4,0.3,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.0,2.2,8.2,0.0,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.17,0.00,0.00,0.0,1.9,1.2,0.2,0.7,0.0,0.0,0.3,0.7,0.0,,,,,2.3,93.4,0.0,25,47,0.3,0.0,0.3,10,224,9,0.26,0,0.05,2.5,0,0,0,0.02,0.05,0.063,0.00,0.0,0.1,22,95.1,,0.4,0.1,0.0,0.5,0.0,,0,13,0,0,0,0,95.1,28.5,28.5,,0.4,,Vegetables,Cauliflower boiled
Groenten,9,16,27,Kool boeren- gekookt,,N,100,g,1,N,Per 100g,46,193,,4.0,4.0,0.0,1.0,0.7,0.2,0.1,0.4,0.1,,,,,0.0,,0.0,0.0,,,0.0,,,0.0,9.8,1.5,0.0,,0.0,2.0,11.6,0.0,39.3,,,0.0,0.0,0.0,,0.0,0.0,16.6,0.0,0.0,,,0.0,0.0,0.0,12.7,0.0,0.0,,,0.0,0.0,,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.3,0.1,0.28,0.00,0.00,0.0,4.0,0.0,,,,,,4.0,0.0,,,,,2.5,86.0,0.0,180,80,1.0,0.0,1.0,50,160,8,0.20,2,0.02,1.4,0,849,5066,0.10,0.22,0.150,0.00,0.0,1.3,40,50.0,,1.5,,,,,,0,8982,233,32,168,422,50.0,817.0,817.0,0.0,,,Vegetables,Kale curly boiled
Groenten,9,17,31,Cantharellen rauw,,N,100,g,1,N,Per 100g,16,68,0.3,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,1.0,0.0,,,,,,1.0,0.0,,,,,2.5,90.0,0.0,10,80,0.5,0.0,0.5,5,500,7,0.97,0,0.42,3.3,0,217,1300,0.07,0.30,0.020,0.00,0.0,0.1,20,44.0,,5.0,,,,,,sp,0,0,0,0,108,44.0,,,,1.5,,Vegetables,Mushrooms chanterelle raw
Groenten,9,18,35,Cantharellen gekookt,,N,100,g,1,N,Per 100g,25,105,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,2.0,0.0,,,,,,2.0,0.0,,,,,2.5,90.0,0.0,10,80,0.5,0.0,0.5,5,500,7,0.97,0,0.42,3.3,0,381,2281,0.07,0.30,0.010,0.00,0.0,0.1,6,8.0,,5.0,,,,,,sp,0,0,0,0,189,8.0,,,,,,Vegetables,Mushrooms chanterelle boiled
Groenten,9,19,39,Champignons rauw,,N,100,g,1,N,Per 100g,18,75,0.5,2.3,2.3,0.0,0.5,0.4,0.1,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,27.5,0.4,0.0,0.0,0.0,2.0,0.0,0.0,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.22,0.00,0.00,0.0,0.4,0.2,,,,,,0.2,0.0,,,,,1.5,95.0,0.0,6,80,0.2,0.0,0.2,5,320,9,0.30,0,0.72,3.0,0,0,0,0.07,0.30,0.120,0.00,0.0,0.1,4,44.0,,4.0,,,,,,0,0,0,0,0,0,44.0,0.3,0.3,,1.0,,Vegetables,Mushrooms raw
Groenten,9,20,6,Champignons gekookt,,N,100,g,1,N,Per 100g,21,90,,3.8,3.8,0.0,0.3,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,27.5,0.4,0.0,0.0,0.0,2.0,0.0,0.0,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.13,0.00,0.00,0.0,0.4,0.2,,,,,,0.2,0.0,,,,,1.1,90.0,0.0,5,64,1.0,0.0,1.0,5,250,7,0.30,7,0.40,0.5,0,0,0,0.07,0.30,0.070,0.00,0.0,0.1,1,8.0,,4.0,,,,,,0,0,0,0,0,0,8.0,0.0,0.0,,,,Vegetables,Mushrooms boiled
Groenten,9,21,10,Kool Chinese rauw,,N,100,g,1,N,Per 100g,17,71,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,2.0,0.0,,,,,,2.0,0.0,,,,,2.5,95.0,0.0,125,45,1.0,0.0,1.0,10,250,11,0.23,0,0.02,2.0,0,3,15,0.03,0.04,0.050,0.00,0.0,0.1,23,77.0,,0.6,,,,,,sp,40,,sp,0,1,77.0,31.8,31.8,,,,Vegetables,Cabbage Chinese raw
Groenten,9,22,14,Kool Chinese gekookt,,N,100,g,1,N,Per 100g,21,88,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,3.0,0.0,,,,,,3.0,0.0,,,,,2.5,95.0,0.0,125,45,1.0,0.0,1.0,10,250,11,0.17,0,0.02,2.0,0,10,60,0.03,0.04,0.030,0.00,0.0,0.1,10,55.0,,0.6,,,,,,sp,57,,sp,0,5,55.0,34.0,34.0,,,,Vegetables,Cabbage Chinese boiled
Groenten,9,23,18,Doperwten rauw,,N,100,g,1,N,Per 100g,65,276,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,10.0,1.0,,,,,,9.0,0.0,,,,,4.7,82.0,0.0,20,80,2.0,0.0,2.0,10,300,30,1.10,1,0.11,2.0,0,94,557,0.17,0.15,0.090,0.00,0.0,0.0,25,59.0,,2.7,,,,,,16,1933,0,0,0,47,59.0,39.0,39.0,,,,Vegetables,Peas raw
Groenten,9,24,22,Kool groene rauw,,N,100,g,1,N,Per 100g,45,190,,3.0,3.0,0.0,1.0,0.7,0.2,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,1.3,0.0,0.0,0.0,2.2,6.2,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.3,0.1,0.32,0.00,0.00,0.0,4.0,4.0,,,,,,0.0,0.0,,,,,4.2,90.0,0.0,75,41,1.0,0.0,1.0,10,300,12,0.40,2,0.07,2.0,0,10,59,0.10,0.15,0.200,0.00,0.0,0.6,80,69.0,,0.3,0.6,0.0,0.2,0.0,,0,80,0,0,0,5,69.0,242.0,242.0,,,,Vegetables,Cabbage green raw
Groenten,9,25,26,Kool groene gekookt,,N,100,g,1,N,Per 100g,31,131,,1.4,1.4,0.0,1.0,0.7,0.2,0.1,0.5,0.1,,,,,0.0,,0.0,0.0,,,0.0,,,0.0,16.9,1.3,0.0,,0.0,2.2,6.2,0.0,46.0,,,0.0,0.0,0.0,,0.0,0.0,3.7,0.0,0.0,,,0.0,0.0,0.0,19.3,0.0,0.5,,,0.0,0.0,,4.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.3,0.1,0.32,0.00,0.00,0.0,2.7,0.0,,,,,,2.7,0.0,,,,,3.0,90.7,0.0,53,45,0.4,0.0,0.4,10,245,11,0.42,2,0.07,2.0,0,12,71,0.10,0.15,0.120,0.00,0.0,0.6,30,37.0,,0.3,0.6,0.0,0.2,0.0,,0,111,0,0,0,6,37.0,201.0,201.0,,,,Vegetables,Cabbage green boiled
Groenten,9,26,30,Selderij knol- gekookt,,N,100,g,1,N,Per 100g,42,175,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,6.0,0.0,,,,,,6.0,0.0,,,,,4.9,88.0,0.0,80,90,1.0,0.0,1.0,80,400,13,0.10,3,0.03,2.0,0,4,13,0.03,0.03,0.090,0.00,0.0,0.5,6,37.0,,0.8,0.5,0.0,0.1,,,13,,,13,,2,37.0,41.0,41.0,,,,Vegetables,Celeriac boiled
